gene_id,H2Aub,H3K27,misregulated
AT5G44370,1.8223238791943284,NA,NA
AT4G17650,1.5282703410288188,NA,NA
AT5G58870,1.4790514847435514,NA,NA
AT5G16620,1.6792599774832409,NA,NA
AT1G25425,-1.1842877096462097,NA,NA
AT3G22400,-1.0982553270551425,-0.4971041524407317,NA
AT1G07210,1.4737064752130375,NA,NA
AT2G41490,1.2773499400159316,NA,NA
AT4G10040,1.4875607974850555,2.791305370165461,NA
AT5G03395,-0.7951051613701715,NA,NA
AT5G22390,-0.7951051613701715,-0.30088554930253647,NA
AT5G49360,-1.3489329880123282,NA,NA
AT5G21900,1.5822217115988635,NA,-1.97969718111705
AT1G18630,1.4557070266438736,NA,NA
AT3G59960,0.8941378023784866,1.153788030258985,NA
AT2G14960,-0.8393511738293429,-0.1754288774240426,NA
AT2G30720,1.5265744192434116,NA,NA
AT4G32250,1.0546229902525222,NA,NA
AT4G32260,1.0546229902525222,NA,NA
AT4G32265,1.0546229902525222,NA,NA
AT4G32270,1.0546229902525222,NA,NA
AT1G29230,-1.0656091589481236,NA,NA
AT3G07568,1.7571866415155613,NA,NA
