gene_id,name,value,mis_reg
AT1G04310,H3K27-Col,0.5120454589371981,Downregulated
AT1G04310,H3K27-ubp5,1.8120132402135232,Downregulated
AT1G04340,H3K27-Col,0.4362261705426357,Non-misegulated genes
AT1G04340,H3K27-ubp5,0.6031739048991355,Non-misegulated genes
AT1G04350,H3K27-Col,0.6930309058171745,Non-misegulated genes
AT1G04350,H3K27-ubp5,0.7410958680089486,Non-misegulated genes
AT1G04390,H3K27-Col,0.5935124767759563,Non-misegulated genes
AT1G04390,H3K27-ubp5,0.7828223235887096,Non-misegulated genes
AT1G04400,H3K27-Col,0.4300842539682539,Non-misegulated genes
AT1G04400,H3K27-ubp5,0.5951089897435897,Non-misegulated genes
AT1G04410,H3K27-Col,0.42129637261146496,Non-misegulated genes
AT1G04410,H3K27-ubp5,0.6198467893569845,Non-misegulated genes
AT1G04420,H3K27-Col,0.47150580891719746,Non-misegulated genes
AT1G04420,H3K27-ubp5,1.4686045473965288,Non-misegulated genes
AT1G04425,H3K27-Col,0.1498261111111111,Non-misegulated genes
AT1G04425,H3K27-ubp5,0.13177316822429908,Non-misegulated genes
AT1G04430,H3K27-Col,0.4927059324055666,Non-misegulated genes
AT1G04430,H3K27-ubp5,0.6105922464,Non-misegulated genes
AT1G04440,H3K27-Col,0.4313442816901408,Non-misegulated genes
AT1G04440,H3K27-ubp5,0.605479773556231,Non-misegulated genes
AT1G04480,H3K27-Col,0.4880427644444445,Non-misegulated genes
AT1G04480,H3K27-ubp5,0.4973937053571428,Non-misegulated genes
AT1G04510,H3K27-Col,0.5129898548148148,Non-misegulated genes
AT1G04510,H3K27-ubp5,0.6634663594470046,Non-misegulated genes
AT1G04530,H3K27-Col,0.5143237195571956,Non-misegulated genes
AT1G04530,H3K27-ubp5,0.6650533615960099,Non-misegulated genes
AT1G04555,H3K27-Col,0.38458385975609755,Non-misegulated genes
AT1G04555,H3K27-ubp5,0.527456292,Non-misegulated genes
AT1G04620,H3K27-Col,0.573594025,Non-misegulated genes
AT1G04620,H3K27-ubp5,0.8767107943127962,Non-misegulated genes
AT1G04630,H3K27-Col,0.5644914025423728,Non-misegulated genes
AT1G04630,H3K27-ubp5,0.8923359090909091,Non-misegulated genes
AT1G04640,H3K27-Col,0.5648390248756219,Non-misegulated genes
AT1G04640,H3K27-ubp5,0.6150010555555555,Non-misegulated genes
AT1G04660,H3K27-Col,10.073277577017114,Upregulated
AT1G04660,H3K27-ubp5,9.4228600722175,Upregulated
AT1G04680,H3K27-Col,0.5172974907010014,Non-misegulated genes
AT1G04680,H3K27-ubp5,0.5806228358413132,Non-misegulated genes
AT1G04690,H3K27-Col,0.4229578710691824,Non-misegulated genes
AT1G04690,H3K27-ubp5,0.6103505844748859,Non-misegulated genes
AT1G04750,H3K27-Col,0.5100024924924925,Non-misegulated genes
AT1G04750,H3K27-ubp5,0.5822696311688311,Non-misegulated genes
AT1G04780,H3K27-Col,0.5244992769556025,Non-misegulated genes
AT1G04780,H3K27-ubp5,0.6307212197092084,Non-misegulated genes
AT1G04790,H3K27-Col,0.5254239537953795,Non-misegulated genes
AT1G04790,H3K27-ubp5,0.6404921867388362,Non-misegulated genes
AT1G04800,H3K27-Col,0.6629079385474861,Downregulated
AT1G04800,H3K27-ubp5,0.7980047836538462,Downregulated
AT1G04810,H3K27-Col,0.7016946258503401,Non-misegulated genes
AT1G04810,H3K27-ubp5,0.7847306285956007,Non-misegulated genes
AT1G04820,H3K27-Col,0.5429520052493438,Non-misegulated genes
AT1G04820,H3K27-ubp5,0.6478322262156448,Non-misegulated genes
AT1G04830,H3K27-Col,0.5866891413612565,Non-misegulated genes
AT1G04830,H3K27-ubp5,0.6933248154506437,Non-misegulated genes
AT1G04850,H3K27-Col,0.5557396006389776,Non-misegulated genes
