ubp5_targets,cat
AT3G18360,Unchanged
AT3G18370,Unchanged
AT3G18380,Hyper-marked
AT3G18410,De-novo marked
AT3G18430,Hyper-marked
AT3G18440,Hyper-marked
AT3G18500,Unchanged
AT3G18524,De-novo marked
AT3G18535,De-novo marked
AT3G18580,Hypo-marked
AT3G18620,Hyper-marked
AT3G18630,De-novo marked
AT3G18640,Unchanged
AT3G18710,Hyper-marked
AT3G18730,De-novo marked
AT3G18750,Hyper-marked
AT3G18760,Hyper-marked
AT3G18770,Unchanged
AT3G18790,De-novo marked
AT3G18830,Unchanged
AT3G18860,De-novo marked
AT3G18870,Hyper-marked
AT3G18880,Hyper-marked
AT3G18910,Unchanged
AT3G18915,Hypo-marked
AT3G18930,Hypo-marked
AT3G18980,Hyper-marked
AT3G19040,Unchanged
AT3G19080,De-novo marked
AT3G19150,Hyper-marked
AT3G19170,Hyper-marked
AT3G19180,Hyper-marked
AT3G19190,Hypo-marked
AT3G19210,Hyper-marked
AT3G19220,Hyper-marked
AT3G19240,Hyper-marked
AT3G19260,Hyper-marked
AT3G19280,De-novo marked
AT3G19340,De-novo marked
AT3G19360,De-novo marked
AT3G19420,Unchanged
AT3G19440,De-novo marked
AT3G19460,Unchanged
AT3G19515,Hyper-marked
AT3G19570,Hyper-marked
AT3G19590,De-novo marked
AT3G19630,De-novo marked
AT3G19640,De-novo marked
AT3G19650,De-novo marked
AT3G19670,Unchanged
AT3G19720,Hyper-marked
AT3G19740,Hyper-marked
AT3G19760,Hyper-marked
AT3G19770,Unchanged
AT3G19790,Hypo-marked
AT3G19830,Hyper-marked
AT3G19840,Hyper-marked
AT3G19860,Unchanged
AT3G19895,Hyper-marked
AT3G19900,De-novo marked
AT3G19910,Hyper-marked
AT3G19950,De-novo marked
AT3G19960,Unchanged
AT3G19980,Unchanged
AT3G19990,Hyper-marked
AT3G20020,Hyper-marked
AT3G20040,Hyper-marked
AT3G20050,De-novo marked
AT3G20070,Unchanged
AT3G20075,Unchanged
AT3G20080,Unchanged
AT3G20150,Unchanged
AT3G20170,De-novo marked
AT3G20190,Unchanged
AT3G20200,Unchanged
AT3G20280,Hyper-marked
AT3G20300,Unchanged
AT3G20320,De-novo marked
AT3G20330,Hypo-marked
AT3G20350,De-novo marked
AT3G20410,Unchanged
AT3G20420,Unchanged
AT3G20440,Hyper-marked
AT3G20475,De-novo marked
AT3G20490,De-novo marked
AT3G20530,De-novo marked
AT3G20540,De-novo marked
AT3G20550,Hypo-marked
AT3G20560,De-novo marked
AT3G20670,Unchanged
AT3G20680,Unchanged
AT3G20740,De-novo marked
AT3G20770,Unchanged
AT3G20780,Hyper-marked
AT3G20790,Hyper-marked
AT3G20810,Unchanged
AT3G20870,De-novo marked
AT3G20890,Unchanged
AT3G20910,De-novo marked
AT3G20920,De-novo marked
AT3G20970,Unchanged
AT3G21060,Hyper-marked
AT3G21070,De-novo marked
AT3G21140,Hypo-marked
AT3G21160,Unchanged
AT3G21175,Unchanged
AT3G21200,De-novo marked
AT3G21280,De-novo marked
AT3G21290,De-novo marked
AT3G21360,Hyper-marked
AT3G21400,Hyper-marked
AT3G21405,Hyper-marked
AT3G21430,Unchanged
AT3G21475,Unchanged
AT3G21480,De-novo marked
AT3G21540,Unchanged
AT3G21580,Unchanged
AT3G21610,Unchanged
AT3G21630,De-novo marked
AT3G21700,Hyper-marked
AT3G21865,Hypo-marked
AT3G22070,Hyper-marked
AT3G22072,Hyper-marked
AT3G22090,Unchanged
AT3G22180,De-novo marked
AT3G22190,De-novo marked
AT3G22220,Unchanged
AT3G22270,De-novo marked
AT3G22290,Unchanged
AT3G22300,Unchanged
AT3G22310,De-novo marked
AT3G22320,Unchanged
AT3G22330,De-novo marked
AT3G22370,Hyper-marked
AT3G22425,Hyper-marked
AT3G22430,De-novo marked
AT3G22440,Hypo-marked
AT3G22520,Unchanged
AT3G22530,De-novo marked
AT3G22590,De-novo marked
AT3G22630,Unchanged
AT3G22780,Unchanged
AT3G22810,Unchanged
AT3G22845,De-novo marked
AT3G22880,De-novo marked
AT3G22942,De-novo marked
AT3G22950,Unchanged
AT3G22990,De-novo marked
AT3G23020,De-novo marked
AT3G23060,Hypo-marked
AT3G23070,Hypo-marked
AT3G23100,Unchanged
AT3G23120,Hyper-marked
AT3G23210,Hyper-marked
AT3G23240,Unchanged
AT3G23255,De-novo marked
AT3G23280,De-novo marked
AT3G23310,Unchanged
AT3G23325,Unchanged
AT3G23370,Unchanged
AT3G23400,De-novo marked
AT3G23540,Unchanged
AT3G23605,De-novo marked
AT3G23610,De-novo marked
AT3G23670,De-novo marked
AT3G23690,De-novo marked
AT3G23710,De-novo marked
AT3G23790,Unchanged
AT3G23840,Hypo-marked
AT3G23900,Unchanged
AT3G23910,De-novo marked
AT3G23920,Unchanged
AT3G23980,Unchanged
AT3G24010,Unchanged
AT3G24070,De-novo marked
AT3G24100,De-novo marked
AT3G24120,De-novo marked
AT3G24150,Hyper-marked
AT3G24180,De-novo marked
AT3G24190,De-novo marked
AT3G24255,De-novo marked
AT3G24340,De-novo marked
AT3G24490,De-novo marked
AT3G24495,Hyper-marked
AT3G24500,Hyper-marked
AT3G24515,Unchanged
AT3G24560,Unchanged
AT3G24570,Unchanged
AT3G24575,Unchanged
AT3G24590,Unchanged
AT3G24670,Unchanged
AT3G24715,Hyper-marked
AT3G24730,De-novo marked
AT3G24740,De-novo marked
AT3G24760,De-novo marked
AT3G24800,De-novo marked
AT3G24810,Hyper-marked
AT3G24820,De-novo marked
AT3G24860,Hypo-marked
AT3G24870,De-novo marked
AT3G24880,Unchanged
AT3G25040,De-novo marked
AT3G25100,Unchanged
AT3G25120,Unchanged
AT3G25140,De-novo marked
AT3G25150,Unchanged
AT3G25210,De-novo marked
AT3G25230,De-novo marked
AT3G25250,Unchanged
AT3G25410,De-novo marked
AT3G25430,Hyper-marked
AT3G25480,De-novo marked
AT3G25495,Unchanged
AT3G25540,De-novo marked
AT3G25660,De-novo marked
AT3G25680,De-novo marked
AT3G25700,Hypo-marked
AT3G25800,De-novo marked
AT3G25840,De-novo marked
AT3G25860,De-novo marked
AT3G25910,Unchanged
AT3G26000,Unchanged
AT3G26100,Unchanged
AT3G26115,Unchanged
AT3G26240,Hyper-marked
AT3G26340,De-novo marked
AT3G26360,De-novo marked
AT3G26400,De-novo marked
AT3G26410,Unchanged
AT3G26420,Unchanged
AT3G26430,Unchanged
AT3G26490,De-novo marked
AT3G26560,De-novo marked
AT3G26600,Hyper-marked
AT3G26618,De-novo marked
AT3G26640,De-novo marked
AT3G26670,Hyper-marked
AT3G26710,De-novo marked
AT3G26720,De-novo marked
AT3G26730,Unchanged
AT3G26750,Unchanged
AT3G26850,De-novo marked
AT3G26910,De-novo marked
AT3G26920,Unchanged
AT3G26935,Unchanged
AT3G26990,De-novo marked
AT3G27010,De-novo marked
AT3G27050,Unchanged
AT3G27060,Unchanged
AT3G27090,Unchanged
AT3G27100,De-novo marked
AT3G27120,De-novo marked
AT3G27160,Unchanged
AT3G27180,De-novo marked
AT3G27190,De-novo marked
AT3G27220,De-novo marked
AT3G27240,De-novo marked
AT3G27260,De-novo marked
AT3G27280,De-novo marked
AT3G27290,Unchanged
AT3G27300,De-novo marked
AT3G27310,Unchanged
AT3G27320,De-novo marked
AT3G27330,Unchanged
AT3G27430,Unchanged
AT3G27520,De-novo marked
AT3G27560,Unchanged
AT3G27610,Unchanged
AT3G27670,Hypo-marked
AT3G27700,Hypo-marked
AT3G27730,De-novo marked
AT3G27740,De-novo marked
AT3G27890,Unchanged
AT3G27925,Hyper-marked
AT3G27930,De-novo marked
AT3G27997,Unchanged
AT3G28030,De-novo marked
AT3G28140,De-novo marked
AT3G28370,De-novo marked
AT3G28430,Unchanged
AT3G28611,Unchanged
AT3G28670,De-novo marked
AT3G28690,Unchanged
AT3G28700,De-novo marked
AT3G28715,Unchanged
AT3G28730,De-novo marked
AT3G28760,De-novo marked
AT3G28875,Unchanged
AT3G28940,Unchanged
AT3G29075,Unchanged
AT3G29090,De-novo marked
AT3G29140,Unchanged
AT3G29156,Unchanged
AT3G29160,De-novo marked
AT3G29173,Unchanged
AT3G29180,De-novo marked
AT3G29200,Unchanged
AT3G29230,Hyper-marked
AT3G29270,Unchanged
AT3G29320,Hyper-marked
AT3G29350,De-novo marked
AT3G29390,De-novo marked
AT3G30390,Unchanged
AT3G30416,Unchanged
AT3G30418,Unchanged
AT3G30680,Unchanged
AT3G30690,Unchanged
AT3G30695,Unchanged
AT3G30816,Unchanged
AT3G30841,Unchanged
AT3G30846,Unchanged
AT3G31005,Unchanged
AT3G31023,Unchanged
AT3G31356,Unchanged
AT3G32940,Hyper-marked
AT3G32970,Unchanged
AT3G33058,Unchanged
AT3G33085,Unchanged
AT3G42050,Unchanged
AT3G42052,Unchanged
AT3G42150,Unchanged
AT3G42170,Unchanged
AT3G42660,Hyper-marked
AT3G42790,Unchanged
AT3G43210,De-novo marked
AT3G43220,De-novo marked
AT3G43230,Unchanged
AT3G43240,Unchanged
AT3G43300,Unchanged
AT3G43304,Unchanged
AT3G43520,De-novo marked
AT3G43610,Hypo-marked
AT3G43690,Unchanged
AT3G43700,De-novo marked
AT3G44050,Hyper-marked
AT3G44110,De-novo marked
AT3G44190,Unchanged
AT3G44205,Unchanged
AT3G44280,De-novo marked
AT3G44340,De-novo marked
AT3G44370,De-novo marked
AT3G44400,Unchanged
AT3G44420,Unchanged
AT3G44530,Unchanged
AT3G44570,Unchanged
AT3G44590,Unchanged
AT3G44600,De-novo marked
AT3G44620,Unchanged
AT3G44690,Hyper-marked
AT3G44753,Unchanged
AT3G44763,De-novo marked
AT3G44850,De-novo marked
AT3G44880,Hyper-marked
AT3G44940,Unchanged
AT3G45000,Unchanged
AT3G45040,De-novo marked
AT3G45095,Unchanged
AT3G45100,Unchanged
AT3G45190,Unchanged
AT3G45240,De-novo marked
AT3G45400,Unchanged
AT3G45630,De-novo marked
AT3G45820,Unchanged
AT3G45830,Unchanged
AT3G45880,De-novo marked
AT3G45890,De-novo marked
AT3G45900,De-novo marked
AT3G45930,Hyper-marked
AT3G46020,Hyper-marked
AT3G46030,Hyper-marked
AT3G46040,Hyper-marked
AT3G46060,Unchanged
AT3G46150,Unchanged
AT3G46210,De-novo marked
AT3G46220,De-novo marked
AT3G46320,Hyper-marked
AT3G46430,Unchanged
AT3G46617,De-novo marked
AT3G46640,De-novo marked
AT3G46740,Unchanged
AT3G46830,Unchanged
AT3G46870,Hyper-marked
AT3G46920,Hyper-marked
AT3G46940,De-novo marked
AT3G46950,De-novo marked
AT3G46980,Unchanged
AT3G47060,Unchanged
AT3G47080,De-novo marked
AT3G47120,De-novo marked
AT3G47230,Unchanged
AT3G47240,Unchanged
AT3G47290,Hyper-marked
AT3G47300,De-novo marked
AT3G47390,Unchanged
AT3G47430,Unchanged
AT3G47460,Hyper-marked
AT3G47500,Unchanged
AT3G47550,Unchanged
AT3G47610,Unchanged
AT3G47670,De-novo marked
AT3G47675,Unchanged
AT3G47680,Unchanged
AT3G47690,Hyper-marked
AT3G47700,De-novo marked
AT3G47730,De-novo marked
AT3G47810,De-novo marked
AT3G47820,Unchanged
AT3G47830,Unchanged
AT3G47836,Unchanged
AT3G47840,Unchanged
AT3G47850,De-novo marked
AT3G47890,Hyper-marked
AT3G47910,De-novo marked
AT3G47930,Hyper-marked
AT3G47960,Unchanged
AT3G47990,De-novo marked
AT3G48040,De-novo marked
AT3G48050,De-novo marked
AT3G48060,Hyper-marked
AT3G48070,Hyper-marked
AT3G48110,Hyper-marked
AT3G48115,Unchanged
AT3G48150,De-novo marked
AT3G48160,De-novo marked
AT3G48190,De-novo marked
AT3G48195,De-novo marked
AT3G48200,Unchanged
AT3G48201,Unchanged
AT3G48210,De-novo marked
AT3G48240,Unchanged
AT3G48250,De-novo marked
AT3G48330,Hyper-marked
AT3G48343,De-novo marked
AT3G48380,Hypo-marked
AT3G48410,Unchanged
AT3G48440,Hyper-marked
AT3G48470,De-novo marked
AT3G48480,Hyper-marked
AT3G48500,Hypo-marked
AT3G48540,De-novo marked
AT3G48570,Unchanged
AT3G48600,Unchanged
AT3G48710,Unchanged
AT3G48780,Hypo-marked
AT3G48800,De-novo marked
AT3G48810,De-novo marked
AT3G48830,De-novo marked
AT3G48860,Hyper-marked
AT3G48880,Unchanged
AT3G48890,De-novo marked
AT3G48900,De-novo marked
AT3G48980,Hypo-marked
AT3G49000,De-novo marked
AT3G49080,Unchanged
AT3G49100,Unchanged
AT3G49170,De-novo marked
AT3G49180,De-novo marked
AT3G49240,De-novo marked
AT3G49250,De-novo marked
AT3G49290,Unchanged
AT3G49310,Hyper-marked
AT3G49320,Hyper-marked
AT3G49360,Unchanged
AT3G49370,Hyper-marked
AT3G49390,Unchanged
AT3G49490,De-novo marked
AT3G49500,De-novo marked
AT3G49510,De-novo marked
AT3G49550,De-novo marked
AT3G49560,De-novo marked
AT3G49590,De-novo marked
AT3G49600,De-novo marked
AT3G49601,Unchanged
AT3G49645,De-novo marked
AT3G49650,Hyper-marked
AT3G49660,Hyper-marked
AT3G49725,Unchanged
AT3G49730,Hyper-marked
AT3G49740,Hyper-marked
AT3G49750,Unchanged
AT3G49790,De-novo marked
AT3G49800,De-novo marked
AT3G49832,Unchanged
AT3G49840,Unchanged
AT3G49850,De-novo marked
AT3G49880,De-novo marked
AT3G50050,Hyper-marked
AT3G50080,De-novo marked
AT3G50110,De-novo marked
AT3G50210,Hyper-marked
AT3G50240,Unchanged
AT3G50370,Unchanged
AT3G50380,De-novo marked
AT3G50530,De-novo marked
AT3G50550,De-novo marked
AT3G50590,De-novo marked
AT3G50620,Unchanged
AT3G50630,Hyper-marked
AT3G50650,Hypo-marked
AT3G50670,Unchanged
AT3G50690,De-novo marked
AT3G50780,De-novo marked
AT3G50810,De-novo marked
AT3G50850,Unchanged
AT3G50860,Unchanged
AT3G50880,De-novo marked
AT3G50910,De-novo marked
AT3G51010,Hyper-marked
AT3G51040,De-novo marked
AT3G51050,De-novo marked
AT3G51080,Hypo-marked
AT3G51090,Hyper-marked
AT3G51100,Unchanged
AT3G51120,De-novo marked
AT3G51130,De-novo marked
AT3G51135,Unchanged
AT3G51140,Unchanged
AT3G51150,Unchanged
AT3G51180,Unchanged
AT3G51250,De-novo marked
AT3G51260,De-novo marked
AT3G51310,De-novo marked
AT3G51320,Unchanged
AT3G51390,Hypo-marked
AT3G51430,Hypo-marked
AT3G51440,Hyper-marked
AT3G51450,Hyper-marked
AT3G51500,Hyper-marked
AT3G51580,Unchanged
AT3G51610,De-novo marked
AT3G51620,De-novo marked
AT3G51640,De-novo marked
AT3G51650,De-novo marked
AT3G51740,De-novo marked
AT3G51790,Unchanged
AT3G51800,De-novo marked
AT3G51850,Hyper-marked
AT3G51880,Unchanged
AT3G51890,Hypo-marked
AT3G51940,De-novo marked
AT3G51980,Hyper-marked
AT3G51990,Hyper-marked
AT3G52030,Unchanged
AT3G52040,Hyper-marked
AT3G52050,Hyper-marked
AT3G52072,Unchanged
AT3G52090,Hyper-marked
AT3G52100,Hyper-marked
AT3G52120,De-novo marked
AT3G52140,De-novo marked
AT3G52190,Hyper-marked
AT3G52200,De-novo marked
AT3G52210,De-novo marked
AT3G52220,De-novo marked
AT3G52230,De-novo marked
AT3G52300,Unchanged
AT3G52360,De-novo marked
AT3G52420,De-novo marked
AT3G52560,Unchanged
AT3G52570,Unchanged
AT3G52580,Unchanged
AT3G52640,De-novo marked
AT3G52660,De-novo marked
AT3G52670,Unchanged
AT3G52700,De-novo marked
AT3G52710,De-novo marked
AT3G52730,Unchanged
AT3G52750,De-novo marked
AT3G52760,De-novo marked
AT3G52850,De-novo marked
AT3G52905,Unchanged
AT3G52920,Hyper-marked
AT3G52940,Unchanged
AT3G52950,Unchanged
AT3G52960,Hypo-marked
AT3G53000,Unchanged
AT3G53020,Unchanged
AT3G53090,Hypo-marked
AT3G53110,De-novo marked
AT3G53120,Hyper-marked
AT3G53130,Hypo-marked
AT3G53320,Hypo-marked
AT3G53340,De-novo marked
AT3G53370,Hyper-marked
AT3G53380,Hyper-marked
AT3G53390,Hyper-marked
AT3G53400,De-novo marked
AT3G53410,De-novo marked
AT3G53440,Unchanged
AT3G53470,Unchanged
AT3G53480,De-novo marked
AT3G53490,De-novo marked
AT3G53500,Hyper-marked
AT3G53510,Hyper-marked
AT3G53540,De-novo marked
AT3G53560,De-novo marked
AT3G53570,De-novo marked
AT3G53580,De-novo marked
AT3G53610,Unchanged
AT3G53611,Unchanged
AT3G53630,De-novo marked
AT3G53650,Hypo-marked
AT3G53680,De-novo marked
AT3G53690,Hyper-marked
AT3G53700,Hyper-marked
AT3G53710,Hypo-marked
AT3G53720,Hypo-marked
AT3G53730,Unchanged
AT3G53750,Unchanged
AT3G53760,Hyper-marked
AT3G53780,Hyper-marked
AT3G53810,Hyper-marked
AT3G53830,Hyper-marked
AT3G53840,Unchanged
AT3G53850,De-novo marked
AT3G53860,De-novo marked
AT3G53870,De-novo marked
AT3G53900,De-novo marked
AT3G53920,Hyper-marked
AT3G53930,De-novo marked
AT3G53940,Hyper-marked
AT3G53950,Hypo-marked
AT3G53970,De-novo marked
AT3G54000,Unchanged
AT3G54010,De-novo marked
AT3G54030,De-novo marked
AT3G54060,De-novo marked
AT3G54080,De-novo marked
AT3G54085,De-novo marked
AT3G54090,De-novo marked
AT3G54100,Hyper-marked
AT3G54110,Hyper-marked
AT3G54130,De-novo marked
AT3G54160,Hyper-marked
AT3G54170,De-novo marked
AT3G54190,De-novo marked
AT3G54210,De-novo marked
AT3G54230,Unchanged
AT3G54270,De-novo marked
AT3G54300,De-novo marked
AT3G54320,Hyper-marked
AT3G54350,Unchanged
AT3G54360,Unchanged
AT3G54366,Unchanged
AT3G54380,De-novo marked
AT3G54440,Unchanged
AT3G54460,De-novo marked
AT3G54470,Hyper-marked
AT3G54480,Hypo-marked
AT3G54500,Unchanged
AT3G54540,Unchanged
AT3G54610,Unchanged
AT3G54625,De-novo marked
AT3G54630,De-novo marked
AT3G54640,De-novo marked
AT3G54650,Hyper-marked
AT3G54660,Hyper-marked
AT3G54670,De-novo marked
AT3G54680,Hyper-marked
AT3G54710,Unchanged
AT3G54740,De-novo marked
AT3G54750,Unchanged
AT3G54760,Unchanged
AT3G54826,De-novo marked
AT3G54840,Hyper-marked
AT3G54850,De-novo marked
AT3G54900,Unchanged
AT3G54950,Unchanged
AT3G54970,De-novo marked
AT3G54980,De-novo marked
AT3G55000,De-novo marked
AT3G55005,Unchanged
AT3G55020,De-novo marked
AT3G55030,Unchanged
AT3G55050,Unchanged
AT3G55070,De-novo marked
AT3G55080,Hyper-marked
AT3G55090,Hyper-marked
AT3G55170,Unchanged
AT3G55200,Unchanged
AT3G55220,Hypo-marked
AT3G55250,De-novo marked
AT3G55260,Unchanged
AT3G55320,De-novo marked
AT3G55340,Hyper-marked
AT3G55350,Hyper-marked
AT3G55380,De-novo marked
AT3G55390,Hyper-marked
AT3G55460,Unchanged
AT3G55480,De-novo marked
AT3G55490,De-novo marked
AT3G55510,De-novo marked
AT3G55530,Unchanged
AT3G55580,Unchanged
AT3G55600,Hyper-marked
AT3G55605,De-novo marked
AT3G55620,De-novo marked
AT3G55640,De-novo marked
AT3G55690,Hyper-marked
AT3G55730,De-novo marked
AT3G55780,Hyper-marked
AT3G55800,Unchanged
AT3G55820,Hyper-marked
AT3G55920,Unchanged
AT3G55950,Unchanged
AT3G56030,Unchanged
AT3G56040,Hyper-marked
AT3G56070,De-novo marked
AT3G56090,De-novo marked
AT3G56110,Hyper-marked
AT3G56120,Hyper-marked
AT3G56160,Hyper-marked
AT3G56190,Unchanged
AT3G56210,De-novo marked
AT3G56250,Hyper-marked
AT3G56270,Hyper-marked
AT3G56290,Hyper-marked
AT3G56300,Hyper-marked
AT3G56310,De-novo marked
AT3G56320,De-novo marked
AT3G56330,De-novo marked
AT3G56340,Hypo-marked
AT3G56360,Hypo-marked
AT3G56430,De-novo marked
AT3G56440,De-novo marked
AT3G56490,Unchanged
AT3G56510,De-novo marked
AT3G56570,Hyper-marked
AT3G56590,Unchanged
AT3G56630,Hyper-marked
AT3G56660,Unchanged
AT3G56680,De-novo marked
AT3G56720,Unchanged
AT3G56740,Hyper-marked
AT3G56750,De-novo marked
AT3G56760,De-novo marked
AT3G56800,Unchanged
AT3G56820,De-novo marked
AT3G56825,De-novo marked
AT3G56830,Unchanged
AT3G56840,Unchanged
AT3G56850,Hyper-marked
AT3G56860,Unchanged
AT3G56870,Unchanged
AT3G56900,Unchanged
AT3G56910,Unchanged
AT3G56930,De-novo marked
AT3G56950,De-novo marked
AT3G57000,De-novo marked
AT3G57060,De-novo marked
AT3G57062,De-novo marked
AT3G57070,De-novo marked
AT3G57080,Hyper-marked
AT3G57090,Unchanged
AT3G57110,Unchanged
AT3G57120,De-novo marked
AT3G57140,De-novo marked
AT3G57200,Hyper-marked
AT3G57220,Hyper-marked
AT3G57230,De-novo marked
AT3G57300,Unchanged
AT3G57340,De-novo marked
AT3G57350,De-novo marked
AT3G57390,De-novo marked
AT3G57400,Unchanged
AT3G57420,De-novo marked
AT3G57430,Hyper-marked
AT3G57440,Hyper-marked
AT3G57480,Unchanged
AT3G57570,Hyper-marked
AT3G57590,Unchanged
AT3G57610,Unchanged
AT3G57650,Unchanged
AT3G57660,De-novo marked
AT3G57680,Hypo-marked
AT3G57750,Unchanged
AT3G57785,De-novo marked
AT3G57787,De-novo marked
AT3G57800,Unchanged
AT3G57810,Unchanged
AT3G57830,Hypo-marked
AT3G57860,De-novo marked
AT3G57870,De-novo marked
AT3G57910,Hypo-marked
AT3G57940,De-novo marked
AT3G57990,De-novo marked
AT3G58010,Hyper-marked
AT3G58020,Hyper-marked
AT3G58030,Unchanged
AT3G58040,Unchanged
AT3G58050,De-novo marked
AT3G58090,Hyper-marked
AT3G58100,Hyper-marked
AT3G58110,Hyper-marked
AT3G58150,Hyper-marked
AT3G58160,Hyper-marked
AT3G58220,Hypo-marked
AT3G58270,Unchanged
AT3G58460,De-novo marked
AT3G58470,Unchanged
AT3G58500,Unchanged
AT3G58510,Unchanged
AT3G58540,Hyper-marked
AT3G58560,De-novo marked
AT3G58570,Hyper-marked
AT3G58580,De-novo marked
AT3G58630,Unchanged
AT3G58640,De-novo marked
AT3G58650,Unchanged
AT3G58660,De-novo marked
AT3G58690,De-novo marked
AT3G58700,Unchanged
AT3G58730,Unchanged
AT3G58750,Hyper-marked
AT3G58760,De-novo marked
AT3G58800,Unchanged
AT3G58830,De-novo marked
AT3G58840,Hypo-marked
AT3G58930,Hyper-marked
AT3G58940,Unchanged
AT3G58970,De-novo marked
AT3G58975,Unchanged
AT3G58980,Unchanged
AT3G58990,Unchanged
AT3G59000,De-novo marked
AT3G59010,Hypo-marked
AT3G59020,Unchanged
AT3G59050,Unchanged
AT3G59090,De-novo marked
AT3G59110,De-novo marked
AT3G59150,De-novo marked
AT3G59280,De-novo marked
AT3G59330,De-novo marked
AT3G59360,De-novo marked
AT3G59390,Unchanged
AT3G59410,Unchanged
AT3G59430,De-novo marked
AT3G59450,Unchanged
AT3G59520,De-novo marked
AT3G59630,Hyper-marked
AT3G59660,Hyper-marked
AT3G59800,De-novo marked
AT3G59810,De-novo marked
AT3G59820,De-novo marked
AT3G59840,Unchanged
AT3G59845,Unchanged
AT3G59870,De-novo marked
AT3G59890,De-novo marked
AT3G59900,Unchanged
AT3G59920,De-novo marked
AT3G59950,Unchanged
AT3G59970,De-novo marked
AT3G59990,De-novo marked
AT3G60040,Hyper-marked
AT3G60050,Unchanged
AT3G60070,Unchanged
AT3G60080,Hyper-marked
AT3G60110,Hypo-marked
AT3G60150,Unchanged
AT3G60220,Unchanged
AT3G60240,Unchanged
AT3G60250,Unchanged
AT3G60310,De-novo marked
AT3G60340,De-novo marked
AT3G60350,De-novo marked
AT3G60360,Unchanged
AT3G60380,Hyper-marked
AT3G60400,De-novo marked
AT3G60440,Unchanged
AT3G60480,Hypo-marked
AT3G60510,De-novo marked
AT3G60530,Unchanged
AT3G60590,Unchanged
AT3G60600,Unchanged
AT3G60620,De-novo marked
AT3G60630,De-novo marked
AT3G60640,Unchanged
AT3G60660,De-novo marked
AT3G60670,Hypo-marked
AT3G60680,De-novo marked
AT3G60690,Unchanged
AT3G60800,Hyper-marked
AT3G60810,De-novo marked
AT3G60820,Hyper-marked
AT3G60830,Hyper-marked
AT3G60850,De-novo marked
AT3G60880,Unchanged
AT3G60960,Unchanged
AT3G60980,Unchanged
AT3G61050,Unchanged
AT3G61080,Hyper-marked
AT3G61140,De-novo marked
AT3G61180,Hypo-marked
AT3G61190,De-novo marked
AT3G61200,Unchanged
AT3G61240,De-novo marked
AT3G61310,Hypo-marked
AT3G61320,De-novo marked
AT3G61360,Hyper-marked
AT3G61415,De-novo marked
AT3G61480,De-novo marked
AT3G61490,Unchanged
AT3G61520,Hypo-marked
AT3G61530,Hyper-marked
AT3G61570,Unchanged
AT3G61590,Hyper-marked
AT3G61620,Hypo-marked
AT3G61630,Hypo-marked
AT3G61640,De-novo marked
AT3G61650,De-novo marked
AT3G61670,De-novo marked
AT3G61690,De-novo marked
AT3G61710,Hypo-marked
AT3G61715,Hypo-marked
AT3G61730,Hypo-marked
AT3G61740,Hyper-marked
AT3G61750,Hyper-marked
AT3G61760,Hyper-marked
AT3G61770,Hyper-marked
AT3G61780,De-novo marked
AT3G61790,De-novo marked
AT3G61800,De-novo marked
AT3G61810,De-novo marked
AT3G61860,Unchanged
AT3G61870,Unchanged
AT3G61890,Hyper-marked
AT3G61897,De-novo marked
AT3G61898,De-novo marked
AT3G61960,De-novo marked
AT3G61970,Unchanged
AT3G61980,De-novo marked
AT3G62030,Unchanged
AT3G62050,Unchanged
AT3G62060,Unchanged
AT3G62080,De-novo marked
AT3G62120,De-novo marked
AT3G62130,De-novo marked
AT3G62140,Unchanged
AT3G62190,Unchanged
AT3G62200,De-novo marked
AT3G62220,Unchanged
AT3G62240,Unchanged
AT3G62245,Unchanged
AT3G62280,De-novo marked
AT3G62300,Hyper-marked
AT3G62310,De-novo marked
AT3G62330,Unchanged
AT3G62360,Unchanged
AT3G62370,Unchanged
AT3G62390,De-novo marked
AT3G62400,De-novo marked
AT3G62420,Unchanged
AT3G62430,Hypo-marked
AT3G62450,Hypo-marked
AT3G62460,Hypo-marked
AT3G62499,Hyper-marked
AT3G62500,Hyper-marked
AT3G62530,Unchanged
AT3G62540,Unchanged
AT3G62560,Hyper-marked
AT3G62570,Hypo-marked
AT3G62580,De-novo marked
AT3G62620,De-novo marked
AT3G62660,Unchanged
AT3G62690,Hypo-marked
AT3G62695,Hypo-marked
AT3G62770,De-novo marked
AT3G62790,Hypo-marked
AT3G62800,De-novo marked
AT3G62810,De-novo marked
AT3G62830,Hyper-marked
AT3G62840,Hypo-marked
AT3G62880,De-novo marked
AT3G62890,De-novo marked
AT3G62900,Unchanged
AT3G62920,Hyper-marked
AT3G62970,Hyper-marked
AT3G63000,Unchanged
AT3G63060,Unchanged
AT3G63070,Unchanged
AT3G63080,Unchanged
AT3G63090,Unchanged
AT3G63120,Unchanged
AT3G63130,Unchanged
AT3G63170,Unchanged
AT3G63190,De-novo marked
AT3G63220,Hypo-marked
AT3G63260,Hypo-marked
AT3G63390,Hypo-marked
AT3G63400,Hypo-marked
AT3G63440,Hypo-marked
AT3G63445,Hypo-marked
AT3G63460,Unchanged
AT3G63480,Unchanged
AT3G63500,Unchanged
AT3G66652,De-novo marked
AT3G66658,De-novo marked
AT4G00060,Unchanged
AT4G00090,Hypo-marked
AT4G00100,Unchanged
AT4G00140,Unchanged
AT4G00170,Unchanged
AT4G00230,Hyper-marked
AT4G00238,Unchanged
AT4G00240,Hyper-marked
