ubp5_targets,cat
AT4G00270,Hyper-marked
AT4G00290,De-novo marked
AT4G00300,Hypo-marked
AT4G00310,Unchanged
AT4G00335,De-novo marked
AT4G00380,Hypo-marked
AT4G00390,Hypo-marked
AT4G00450,Unchanged
AT4G00490,De-novo marked
AT4G00560,De-novo marked
AT4G00570,De-novo marked
AT4G00585,Unchanged
AT4G00620,De-novo marked
AT4G00630,De-novo marked
AT4G00650,De-novo marked
AT4G00651,Unchanged
AT4G00660,Unchanged
AT4G00680,De-novo marked
AT4G00690,De-novo marked
AT4G00710,Hypo-marked
AT4G00752,Unchanged
AT4G00755,De-novo marked
AT4G00800,De-novo marked
AT4G00830,Unchanged
AT4G00860,Unchanged
AT4G00905,Unchanged
AT4G00910,Hypo-marked
AT4G00930,Hyper-marked
AT4G00955,Hyper-marked
AT4G00980,De-novo marked
AT4G00985,Unchanged
AT4G00990,De-novo marked
AT4G01000,De-novo marked
AT4G01020,Unchanged
AT4G01026,Hypo-marked
AT4G01037,De-novo marked
AT4G01040,De-novo marked
AT4G01080,De-novo marked
AT4G01090,Unchanged
AT4G01100,De-novo marked
AT4G01220,De-novo marked
AT4G01230,De-novo marked
AT4G01270,Unchanged
AT4G01280,Hyper-marked
AT4G01290,Unchanged
AT4G01310,De-novo marked
AT4G01370,Hypo-marked
AT4G01395,Unchanged
AT4G01400,Hypo-marked
AT4G01435,De-novo marked
AT4G01510,De-novo marked
AT4G01540,De-novo marked
AT4G01560,De-novo marked
AT4G01575,De-novo marked
AT4G01590,De-novo marked
AT4G01593,De-novo marked
AT4G01595,De-novo marked
AT4G01650,De-novo marked
AT4G01660,Hyper-marked
AT4G01710,De-novo marked
AT4G01800,De-novo marked
AT4G01810,Unchanged
AT4G01840,Hyper-marked
AT4G01850,De-novo marked
AT4G01860,Hyper-marked
AT4G01870,Hyper-marked
AT4G01880,Hyper-marked
AT4G01883,Hyper-marked
AT4G01897,De-novo marked
AT4G01900,De-novo marked
AT4G01960,Unchanged
AT4G01990,Hyper-marked
AT4G01995,Hyper-marked
AT4G02005,Hyper-marked
AT4G02020,Unchanged
AT4G02040,De-novo marked
AT4G02050,De-novo marked
AT4G02060,Unchanged
AT4G02070,De-novo marked
AT4G02080,De-novo marked
AT4G02110,Hyper-marked
AT4G02120,Unchanged
AT4G02150,De-novo marked
AT4G02200,De-novo marked
AT4G02220,De-novo marked
AT4G02290,Hypo-marked
AT4G02340,Hyper-marked
AT4G02350,Unchanged
AT4G02370,De-novo marked
AT4G02390,De-novo marked
AT4G02400,De-novo marked
AT4G02425,Hyper-marked
AT4G02450,Unchanged
AT4G02460,Unchanged
AT4G02482,Hyper-marked
AT4G02485,Hyper-marked
AT4G02530,Hyper-marked
AT4G02555,Unchanged
AT4G02560,De-novo marked
AT4G02570,De-novo marked
AT4G02580,De-novo marked
AT4G02630,Unchanged
AT4G02640,De-novo marked
AT4G02660,Hyper-marked
AT4G02680,Unchanged
AT4G02710,Hyper-marked
AT4G02715,Unchanged
AT4G02720,Unchanged
AT4G02725,De-novo marked
AT4G02730,Hyper-marked
AT4G02740,De-novo marked
AT4G02790,De-novo marked
AT4G02815,Hyper-marked
AT4G02820,Hypo-marked
AT4G02840,De-novo marked
AT4G02845,Hyper-marked
AT4G02880,Hypo-marked
AT4G02890,Unchanged
AT4G02900,De-novo marked
AT4G02990,De-novo marked
AT4G02995,De-novo marked
AT4G03000,De-novo marked
AT4G03010,De-novo marked
AT4G03020,Unchanged
AT4G03030,De-novo marked
AT4G03035,De-novo marked
AT4G03065,Unchanged
AT4G03090,De-novo marked
AT4G03115,De-novo marked
AT4G03130,De-novo marked
AT4G03140,De-novo marked
AT4G03150,De-novo marked
AT4G03180,Unchanged
AT4G03240,De-novo marked
AT4G03250,De-novo marked
AT4G03260,Hypo-marked
AT4G03295,Unchanged
AT4G03315,De-novo marked
AT4G03320,Unchanged
AT4G03355,Unchanged
AT4G03380,Unchanged
AT4G03400,Hypo-marked
AT4G03405,De-novo marked
AT4G03410,De-novo marked
AT4G03430,Unchanged
AT4G03465,Hypo-marked
AT4G03510,De-novo marked
AT4G03515,Unchanged
AT4G03560,De-novo marked
AT4G03615,Unchanged
AT4G03635,Hyper-marked
AT4G03685,Unchanged
AT4G03750,Unchanged
AT4G03811,Unchanged
AT4G03820,Hyper-marked
AT4G03845,Hypo-marked
AT4G03895,De-novo marked
AT4G03940,Hyper-marked
AT4G03960,De-novo marked
AT4G04005,De-novo marked
AT4G04010,Unchanged
AT4G04020,Hyper-marked
AT4G04040,De-novo marked
AT4G04055,De-novo marked
AT4G04075,De-novo marked
AT4G04180,De-novo marked
AT4G04200,Hyper-marked
AT4G04205,Unchanged
AT4G04320,Unchanged
AT4G04335,Unchanged
AT4G04345,De-novo marked
AT4G04350,De-novo marked
AT4G04400,Unchanged
AT4G04445,Unchanged
AT4G04465,Unchanged
AT4G04475,Unchanged
AT4G04485,Unchanged
AT4G04610,De-novo marked
AT4G04614,Unchanged
AT4G04655,Unchanged
AT4G04670,De-novo marked
AT4G04720,De-novo marked
AT4G04740,De-novo marked
AT4G04780,De-novo marked
AT4G04790,Hyper-marked
AT4G04800,De-novo marked
AT4G04860,Hyper-marked
AT4G04870,De-novo marked
AT4G04880,De-novo marked
AT4G04885,De-novo marked
AT4G04910,Hyper-marked
AT4G04920,De-novo marked
AT4G04940,De-novo marked
AT4G04950,De-novo marked
AT4G04960,De-novo marked
AT4G05010,De-novo marked
AT4G05015,Hyper-marked
AT4G05018,De-novo marked
AT4G05040,De-novo marked
AT4G05060,De-novo marked
AT4G05065,De-novo marked
AT4G05150,De-novo marked
AT4G05390,Hyper-marked
AT4G05405,De-novo marked
AT4G05420,De-novo marked
AT4G05440,De-novo marked
AT4G05450,De-novo marked
AT4G05460,De-novo marked
AT4G05520,De-novo marked
AT4G05530,De-novo marked
AT4G05612,Unchanged
AT4G05650,Hypo-marked
AT4G05695,De-novo marked
AT4G06210,De-novo marked
AT4G06215,Unchanged
AT4G06285,De-novo marked
AT4G06516,Unchanged
AT4G06573,Unchanged
AT4G06597,Unchanged
AT4G06599,Unchanged
AT4G06602,Unchanged
AT4G06604,Unchanged
AT4G06634,Unchanged
AT4G06676,Unchanged
AT4G06701,Unchanged
AT4G06745,Hyper-marked
AT4G06775,De-novo marked
AT4G06785,De-novo marked
AT4G06880,De-novo marked
AT4G06895,De-novo marked
AT4G07030,De-novo marked
AT4G07070,Unchanged
AT4G07075,Unchanged
AT4G07080,Unchanged
AT4G07130,De-novo marked
AT4G07260,Hyper-marked
AT4G07360,Unchanged
AT4G07365,Hypo-marked
AT4G07390,De-novo marked
AT4G07400,De-novo marked
AT4G07408,Unchanged
AT4G07410,Unchanged
AT4G07490,Unchanged
AT4G07507,Unchanged
AT4G07665,Hypo-marked
AT4G07942,Unchanged
AT4G07990,De-novo marked
AT4G08035,De-novo marked
AT4G08055,Hyper-marked
AT4G08080,Unchanged
AT4G08110,Unchanged
AT4G08138,Unchanged
AT4G08170,De-novo marked
AT4G08180,De-novo marked
AT4G08220,Unchanged
AT4G08225,De-novo marked
AT4G08230,Unchanged
AT4G08240,Hypo-marked
AT4G08280,De-novo marked
AT4G08305,Unchanged
AT4G08310,De-novo marked
AT4G08320,De-novo marked
AT4G08330,De-novo marked
AT4G08335,De-novo marked
AT4G08350,Unchanged
AT4G08405,Unchanged
AT4G08480,De-novo marked
AT4G08585,Hypo-marked
AT4G08595,Hypo-marked
AT4G08615,Unchanged
AT4G08625,Unchanged
AT4G08750,Unchanged
AT4G08775,De-novo marked
AT4G08835,Unchanged
AT4G08845,Unchanged
AT4G08868,Hypo-marked
AT4G08900,Hyper-marked
AT4G08940,De-novo marked
AT4G08960,De-novo marked
AT4G09012,De-novo marked
AT4G09020,De-novo marked
AT4G09040,De-novo marked
AT4G09060,De-novo marked
AT4G09165,De-novo marked
AT4G09200,De-novo marked
AT4G09205,Unchanged
AT4G09225,Hyper-marked
AT4G09300,De-novo marked
AT4G09310,Unchanged
AT4G09313,Unchanged
AT4G09335,Unchanged
AT4G09365,Hyper-marked
AT4G09405,Hyper-marked
AT4G09425,Unchanged
AT4G09432,De-novo marked
AT4G09435,De-novo marked
AT4G09480,Unchanged
AT4G09490,De-novo marked
AT4G09535,De-novo marked
AT4G09550,De-novo marked
AT4G09575,De-novo marked
AT4G09580,De-novo marked
AT4G09605,De-novo marked
AT4G09620,De-novo marked
AT4G09630,De-novo marked
AT4G09680,De-novo marked
AT4G09685,Unchanged
AT4G09720,Unchanged
AT4G09785,Hyper-marked
AT4G09810,De-novo marked
AT4G09815,De-novo marked
AT4G09825,Unchanged
AT4G09830,De-novo marked
AT4G09840,Unchanged
AT4G09845,Hypo-marked
AT4G09920,De-novo marked
AT4G09945,Hypo-marked
AT4G09975,Hyper-marked
AT4G09980,De-novo marked
AT4G10000,Unchanged
AT4G10040,Hyper-marked
AT4G10080,Unchanged
AT4G10110,Unchanged
AT4G10280,De-novo marked
AT4G10320,Unchanged
AT4G10330,De-novo marked
AT4G10400,De-novo marked
AT4G10570,De-novo marked
AT4G10590,De-novo marked
AT4G10600,De-novo marked
AT4G10620,De-novo marked
AT4G10630,De-novo marked
AT4G10710,Unchanged
AT4G10750,De-novo marked
AT4G10760,De-novo marked
AT4G10790,Unchanged
AT4G10800,Unchanged
AT4G10810,De-novo marked
AT4G10815,Unchanged
AT4G10843,De-novo marked
AT4G10890,Hyper-marked
AT4G10920,Unchanged
AT4G10930,De-novo marked
AT4G10950,Hyper-marked
AT4G10955,De-novo marked
AT4G11010,Unchanged
AT4G11060,De-novo marked
AT4G11080,Hyper-marked
AT4G11090,De-novo marked
AT4G11110,De-novo marked
AT4G11175,De-novo marked
AT4G11200,Unchanged
AT4G11220,Hyper-marked
AT4G11230,Hyper-marked
AT4G11240,De-novo marked
AT4G11400,Unchanged
AT4G11420,Unchanged
AT4G11560,De-novo marked
AT4G11570,Unchanged
AT4G11600,De-novo marked
AT4G11630,Unchanged
AT4G11640,Unchanged
AT4G11670,Hyper-marked
AT4G11680,Hyper-marked
AT4G11690,Hyper-marked
AT4G11740,De-novo marked
AT4G11790,Unchanged
AT4G11800,Unchanged
AT4G11860,De-novo marked
AT4G11920,Hyper-marked
AT4G11990,Hyper-marked
AT4G12000,De-novo marked
AT4G12005,De-novo marked
AT4G12010,Hyper-marked
AT4G12060,De-novo marked
AT4G12070,Hypo-marked
AT4G12110,Hyper-marked
AT4G12120,Hyper-marked
AT4G12130,Unchanged
AT4G12240,De-novo marked
AT4G12250,Hyper-marked
AT4G12400,De-novo marked
AT4G12405,De-novo marked
AT4G12410,De-novo marked
AT4G12450,Hypo-marked
AT4G12460,Hyper-marked
AT4G12540,De-novo marked
AT4G12570,De-novo marked
AT4G12610,De-novo marked
AT4G12620,Hyper-marked
AT4G12640,Hyper-marked
AT4G12670,Unchanged
AT4G12700,Hyper-marked
AT4G12750,De-novo marked
AT4G12990,De-novo marked
AT4G13050,Hyper-marked
AT4G13110,De-novo marked
AT4G13200,Unchanged
AT4G13220,Unchanged
AT4G13370,Hyper-marked
AT4G13430,De-novo marked
AT4G13530,De-novo marked
AT4G13550,De-novo marked
AT4G13615,Unchanged
AT4G13670,De-novo marked
AT4G13730,De-novo marked
AT4G13750,Hyper-marked
AT4G13780,Hypo-marked
AT4G13840,Hypo-marked
AT4G13850,Unchanged
AT4G13870,De-novo marked
AT4G13930,Hyper-marked
AT4G13950,Unchanged
AT4G13970,De-novo marked
AT4G13980,Unchanged
AT4G13990,Unchanged
AT4G13996,Unchanged
AT4G14070,Unchanged
AT4G14110,Hyper-marked
AT4G14150,Hyper-marked
AT4G14160,De-novo marked
AT4G14170,Hyper-marked
AT4G14180,Hyper-marked
AT4G14230,De-novo marked
AT4G14240,De-novo marked
AT4G14270,Hypo-marked
AT4G14300,Unchanged
AT4G14310,Unchanged
AT4G14342,Unchanged
AT4G14350,Unchanged
AT4G14385,Unchanged
AT4G14410,De-novo marked
AT4G14430,Hypo-marked
AT4G14455,Unchanged
AT4G14490,De-novo marked
AT4G14510,De-novo marked
AT4G14520,De-novo marked
AT4G14590,De-novo marked
AT4G14600,De-novo marked
AT4G14605,De-novo marked
AT4G14615,Unchanged
AT4G14620,Hyper-marked
AT4G14680,Hyper-marked
AT4G14700,De-novo marked
AT4G14710,Unchanged
AT4G14713,Hyper-marked
AT4G14716,De-novo marked
AT4G14720,Hyper-marked
AT4G14790,De-novo marked
AT4G14870,Hypo-marked
AT4G14900,Hypo-marked
AT4G14910,Hyper-marked
AT4G14920,De-novo marked
AT4G14950,De-novo marked
AT4G14970,Hyper-marked
AT4G15010,Hyper-marked
AT4G15020,Hyper-marked
AT4G15025,Hyper-marked
AT4G15070,De-novo marked
AT4G15080,De-novo marked
AT4G15110,Hyper-marked
AT4G15130,De-novo marked
AT4G15165,De-novo marked
AT4G15180,Hyper-marked
AT4G15240,Hyper-marked
AT4G15410,De-novo marked
AT4G15415,Unchanged
AT4G15420,De-novo marked
AT4G15430,De-novo marked
AT4G15540,Unchanged
AT4G15640,De-novo marked
AT4G15770,Hypo-marked
AT4G15780,De-novo marked
AT4G15790,De-novo marked
AT4G15802,Unchanged
AT4G15810,Hyper-marked
AT4G15840,De-novo marked
AT4G15880,De-novo marked
AT4G15890,De-novo marked
AT4G15900,Unchanged
AT4G15930,Hyper-marked
AT4G15975,Unchanged
AT4G16015,Unchanged
AT4G16060,Unchanged
AT4G16070,Hyper-marked
AT4G16100,Hyper-marked
AT4G16120,Hyper-marked
AT4G16130,Unchanged
AT4G16155,Unchanged
AT4G16180,Unchanged
AT4G16210,De-novo marked
AT4G16250,Unchanged
AT4G16265,Unchanged
AT4G16280,De-novo marked
AT4G16310,Unchanged
AT4G16340,De-novo marked
AT4G16420,Hypo-marked
AT4G16430,De-novo marked
AT4G16440,Unchanged
AT4G16444,Hyper-marked
AT4G16450,Unchanged
AT4G16470,De-novo marked
AT4G16475,De-novo marked
AT4G16510,Hyper-marked
AT4G16535,De-novo marked
AT4G16540,Hypo-marked
AT4G16566,Hyper-marked
AT4G16580,Unchanged
AT4G16630,Unchanged
AT4G16650,De-novo marked
AT4G16660,De-novo marked
AT4G16760,Hyper-marked
AT4G16765,Hyper-marked
AT4G16807,Unchanged
AT4G16840,De-novo marked
AT4G16845,De-novo marked
AT4G16970,Unchanged
AT4G17000,De-novo marked
AT4G17020,Hyper-marked
AT4G17070,Hyper-marked
AT4G17080,De-novo marked
AT4G17085,Unchanged
AT4G17090,Unchanged
AT4G17100,De-novo marked
AT4G17140,De-novo marked
AT4G17170,Hypo-marked
AT4G17240,Hypo-marked
AT4G17260,Hypo-marked
AT4G17310,Hyper-marked
AT4G17330,De-novo marked
AT4G17380,De-novo marked
AT4G17390,Unchanged
AT4G17410,Hypo-marked
AT4G17430,Hyper-marked
AT4G17440,Hyper-marked
AT4G17486,Unchanged
AT4G17490,Unchanged
AT4G17510,De-novo marked
AT4G17530,De-novo marked
AT4G17540,De-novo marked
AT4G17550,Hyper-marked
AT4G17560,Hyper-marked
AT4G17600,De-novo marked
AT4G17610,De-novo marked
AT4G17620,De-novo marked
AT4G17640,De-novo marked
AT4G17650,Hyper-marked
AT4G17740,De-novo marked
AT4G17750,De-novo marked
AT4G17760,De-novo marked
AT4G17790,De-novo marked
AT4G17810,Unchanged
AT4G17830,Hyper-marked
AT4G17840,Hyper-marked
AT4G17880,Hyper-marked
AT4G17890,Unchanged
AT4G17895,De-novo marked
AT4G17910,De-novo marked
AT4G17915,Unchanged
AT4G17940,Unchanged
AT4G18040,Unchanged
AT4G18060,Unchanged
AT4G18120,Unchanged
AT4G18230,Hyper-marked
AT4G18270,De-novo marked
AT4G18300,Hyper-marked
AT4G18350,Unchanged
AT4G18372,De-novo marked
AT4G18390,De-novo marked
AT4G18400,De-novo marked
AT4G18440,Hyper-marked
AT4G18470,De-novo marked
AT4G18490,Hyper-marked
AT4G18530,De-novo marked
AT4G18580,De-novo marked
AT4G18590,Unchanged
AT4G18600,De-novo marked
AT4G18700,Hyper-marked
AT4G18760,De-novo marked
AT4G18800,Hyper-marked
AT4G18930,Hypo-marked
AT4G18950,De-novo marked
AT4G18975,De-novo marked
AT4G19003,Unchanged
AT4G19010,Hyper-marked
AT4G19020,Hyper-marked
AT4G19040,De-novo marked
AT4G19045,Unchanged
AT4G19050,Unchanged
AT4G19080,De-novo marked
AT4G19110,Unchanged
AT4G19120,Unchanged
AT4G19130,Hyper-marked
AT4G19140,Hyper-marked
AT4G19160,De-novo marked
AT4G19180,De-novo marked
AT4G19190,Unchanged
AT4G19350,Unchanged
AT4G19395,De-novo marked
AT4G19440,De-novo marked
AT4G19490,Unchanged
AT4G19500,Hyper-marked
AT4G19510,Hyper-marked
AT4G19600,Unchanged
AT4G19610,Hypo-marked
AT4G19640,Unchanged
AT4G19650,De-novo marked
AT4G19660,Unchanged
AT4G19860,Hyper-marked
AT4G19865,Hyper-marked
AT4G19870,Hyper-marked
AT4G19880,Hyper-marked
AT4G19900,Hyper-marked
AT4G19950,Unchanged
AT4G20010,De-novo marked
AT4G20020,De-novo marked
AT4G20090,De-novo marked
AT4G20150,De-novo marked
AT4G20280,De-novo marked
AT4G20310,De-novo marked
AT4G20330,De-novo marked
AT4G20340,De-novo marked
AT4G20350,De-novo marked
AT4G20360,De-novo marked
AT4G20362,De-novo marked
AT4G20380,Unchanged
AT4G20400,Unchanged
AT4G20410,Unchanged
AT4G20440,Unchanged
AT4G20450,Unchanged
AT4G20460,Unchanged
AT4G20470,Unchanged
AT4G20480,De-novo marked
AT4G20510,Unchanged
AT4G20520,Unchanged
AT4G20530,Unchanged
AT4G20535,Unchanged
AT4G20540,Unchanged
AT4G20545,Unchanged
AT4G20550,Unchanged
AT4G20555,Unchanged
AT4G20560,Unchanged
AT4G20565,Unchanged
AT4G20570,Unchanged
AT4G20575,Unchanged
AT4G20580,Unchanged
AT4G20590,Unchanged
AT4G20600,Unchanged
AT4G20610,Unchanged
AT4G20620,Unchanged
AT4G20630,Unchanged
AT4G20640,Unchanged
AT4G20645,Unchanged
AT4G20650,Unchanged
AT4G20670,Unchanged
AT4G20700,Hypo-marked
AT4G20703,De-novo marked
AT4G20707,Hypo-marked
AT4G20710,Unchanged
AT4G20715,Unchanged
AT4G20720,De-novo marked
AT4G20780,Hyper-marked
AT4G20910,Hyper-marked
AT4G20960,Hypo-marked
AT4G20980,De-novo marked
AT4G21060,De-novo marked
AT4G21090,De-novo marked
AT4G21100,De-novo marked
AT4G21105,De-novo marked
AT4G21110,Unchanged
AT4G21140,De-novo marked
AT4G21150,De-novo marked
AT4G21170,De-novo marked
AT4G21270,Hyper-marked
AT4G21300,Hyper-marked
AT4G21323,De-novo marked
AT4G21326,De-novo marked
AT4G21350,De-novo marked
AT4G21360,Unchanged
AT4G21420,Unchanged
AT4G21430,Hyper-marked
AT4G21460,De-novo marked
AT4G21470,De-novo marked
AT4G21480,Unchanged
AT4G21500,Hyper-marked
AT4G21520,Hyper-marked
AT4G21530,De-novo marked
AT4G21560,Unchanged
AT4G21660,Unchanged
AT4G21700,Unchanged
AT4G21710,Unchanged
AT4G21720,Unchanged
AT4G21770,Unchanged
AT4G21790,De-novo marked
AT4G21810,De-novo marked
AT4G21820,Unchanged
AT4G21860,Hyper-marked
AT4G21900,De-novo marked
AT4G21940,Hypo-marked
AT4G21980,Unchanged
AT4G21990,De-novo marked
AT4G22140,De-novo marked
AT4G22220,Hypo-marked
AT4G22240,Unchanged
AT4G22260,Hyper-marked
AT4G22270,Hyper-marked
AT4G22285,Unchanged
AT4G22290,Unchanged
AT4G22300,Hyper-marked
AT4G22305,Hyper-marked
AT4G22310,Hyper-marked
AT4G22350,Hyper-marked
AT4G22360,Hyper-marked
AT4G22380,Unchanged
AT4G22530,Unchanged
AT4G22550,Hyper-marked
AT4G22580,Unchanged
AT4G22740,Unchanged
AT4G22745,De-novo marked
AT4G22750,De-novo marked
AT4G22756,De-novo marked
AT4G22758,Hyper-marked
AT4G22760,Hyper-marked
AT4G22820,Hyper-marked
AT4G22850,Hyper-marked
AT4G22860,Hyper-marked
AT4G22890,Unchanged
AT4G22910,De-novo marked
AT4G22920,Hyper-marked
AT4G22960,Unchanged
AT4G22970,Hypo-marked
AT4G23040,De-novo marked
AT4G23070,Unchanged
AT4G23200,Hypo-marked
AT4G23205,Unchanged
AT4G23330,Unchanged
AT4G23530,De-novo marked
AT4G23540,Hyper-marked
AT4G23630,Hyper-marked
AT4G23740,Unchanged
AT4G23760,Unchanged
AT4G23770,De-novo marked
AT4G23780,De-novo marked
AT4G23800,De-novo marked
AT4G23810,Hyper-marked
AT4G23820,Hyper-marked
AT4G23860,Unchanged
AT4G23895,Unchanged
AT4G23900,Unchanged
AT4G23910,Unchanged
AT4G23930,Hyper-marked
AT4G23940,Hyper-marked
AT4G23980,Hypo-marked
AT4G24020,Unchanged
AT4G24080,Unchanged
AT4G24090,Unchanged
AT4G24160,Hypo-marked
AT4G24200,Unchanged
AT4G24210,De-novo marked
AT4G24270,De-novo marked
AT4G24280,De-novo marked
AT4G24290,Unchanged
AT4G24370,Hyper-marked
AT4G24380,Hyper-marked
AT4G24390,Hyper-marked
AT4G24400,De-novo marked
AT4G24410,Unchanged
AT4G24420,Unchanged
AT4G24430,Hyper-marked
AT4G24440,Hyper-marked
AT4G24450,Hyper-marked
AT4G24460,Hyper-marked
AT4G24470,De-novo marked
AT4G24500,Unchanged
AT4G24520,Hypo-marked
AT4G24530,Hyper-marked
AT4G24560,Unchanged
AT4G24580,Hyper-marked
AT4G24590,De-novo marked
AT4G24610,Hyper-marked
AT4G24630,Hyper-marked
AT4G24680,De-novo marked
AT4G24690,Hyper-marked
AT4G24710,De-novo marked
AT4G24740,Unchanged
AT4G24820,Hyper-marked
AT4G24830,De-novo marked
AT4G24860,Hyper-marked
AT4G24880,Hyper-marked
AT4G24930,Hyper-marked
AT4G24940,De-novo marked
AT4G24960,Hyper-marked
AT4G24990,Unchanged
AT4G25020,Unchanged
AT4G25070,Hyper-marked
AT4G25120,Hypo-marked
AT4G25130,Unchanged
AT4G25150,Unchanged
AT4G25180,Hypo-marked
AT4G25220,Unchanged
AT4G25225,Unchanged
AT4G25280,De-novo marked
AT4G25315,Unchanged
AT4G25320,Hyper-marked
AT4G25340,De-novo marked
AT4G25370,Unchanged
AT4G25440,Hyper-marked
AT4G25450,De-novo marked
AT4G25520,Unchanged
AT4G25540,Hyper-marked
AT4G25600,Hypo-marked
AT4G25610,De-novo marked
AT4G25650,Hyper-marked
AT4G25670,Unchanged
AT4G25700,Hyper-marked
AT4G25720,De-novo marked
AT4G25730,De-novo marked
AT4G25770,Unchanged
AT4G25880,Unchanged
AT4G25885,Unchanged
AT4G25890,Hyper-marked
AT4G25910,Unchanged
AT4G26000,De-novo marked
AT4G26020,Unchanged
AT4G26060,Hyper-marked
AT4G26110,Unchanged
AT4G26160,Unchanged
AT4G26210,Unchanged
AT4G26240,De-novo marked
AT4G26300,De-novo marked
AT4G26330,Hypo-marked
AT4G26410,De-novo marked
AT4G26430,Hyper-marked
AT4G26450,Unchanged
AT4G26455,De-novo marked
AT4G26500,Hyper-marked
AT4G26510,Hypo-marked
AT4G26570,Hypo-marked
AT4G26582,Hypo-marked
AT4G26590,Hypo-marked
AT4G26610,De-novo marked
AT4G26630,De-novo marked
AT4G26640,Hyper-marked
AT4G26650,Unchanged
AT4G26670,De-novo marked
AT4G26675,Unchanged
AT4G26680,De-novo marked
AT4G26700,Unchanged
AT4G26710,Unchanged
AT4G26720,De-novo marked
AT4G26780,De-novo marked
AT4G26790,Hyper-marked
AT4G26795,Hyper-marked
AT4G26800,Hyper-marked
AT4G26840,Hypo-marked
AT4G26860,Hyper-marked
AT4G26890,Hyper-marked
AT4G26900,De-novo marked
AT4G26960,Hyper-marked
AT4G26965,Hyper-marked
AT4G26980,De-novo marked
AT4G27000,Hypo-marked
AT4G27050,Hyper-marked
AT4G27060,Hyper-marked
AT4G27100,De-novo marked
AT4G27120,De-novo marked
AT4G27130,Hypo-marked
AT4G27230,Hyper-marked
AT4G27240,Unchanged
AT4G27340,De-novo marked
AT4G27350,Hyper-marked
AT4G27370,Hyper-marked
AT4G27380,Hyper-marked
AT4G27390,De-novo marked
AT4G27410,Hyper-marked
AT4G27470,Hypo-marked
AT4G27490,De-novo marked
AT4G27510,De-novo marked
AT4G27585,Unchanged
AT4G27597,Unchanged
AT4G27600,De-novo marked
AT4G27620,De-novo marked
AT4G27640,Hyper-marked
AT4G27650,De-novo marked
AT4G27660,Unchanged
AT4G27680,De-novo marked
AT4G27690,De-novo marked
AT4G27780,Unchanged
AT4G27800,Hypo-marked
AT4G27830,Unchanged
AT4G27840,De-novo marked
AT4G27870,Hyper-marked
AT4G27880,De-novo marked
AT4G27900,Hypo-marked
AT4G27910,Hyper-marked
AT4G27940,Unchanged
AT4G28025,Unchanged
AT4G28050,Unchanged
AT4G28070,Hyper-marked
AT4G28160,Hypo-marked
AT4G28162,Hypo-marked
AT4G28220,Hyper-marked
AT4G28230,Unchanged
AT4G28240,Unchanged
AT4G28260,De-novo marked
AT4G28320,Hyper-marked
AT4G28330,Hypo-marked
AT4G28360,De-novo marked
AT4G28370,Hypo-marked
AT4G28420,Hypo-marked
AT4G28430,Hypo-marked
AT4G28440,Hypo-marked
AT4G28450,De-novo marked
AT4G28480,De-novo marked
AT4G28490,Unchanged
AT4G28510,Hypo-marked
AT4G28540,De-novo marked
AT4G28550,Unchanged
AT4G28560,Hypo-marked
AT4G28570,Hypo-marked
AT4G28590,Hyper-marked
AT4G28600,Unchanged
AT4G28630,De-novo marked
AT4G28640,Hyper-marked
AT4G28650,De-novo marked
AT4G28652,De-novo marked
AT4G28660,Hyper-marked
AT4G28680,Unchanged
AT4G28690,Unchanged
AT4G28706,Hyper-marked
AT4G28710,Unchanged
AT4G28770,De-novo marked
AT4G28860,Hyper-marked
AT4G28880,Unchanged
AT4G28910,De-novo marked
AT4G28970,Unchanged
AT4G28990,De-novo marked
AT4G29000,De-novo marked
AT4G29070,Hyper-marked
AT4G29120,Hypo-marked
AT4G29130,Hyper-marked
AT4G29160,Hypo-marked
AT4G29240,Unchanged
AT4G29310,Hypo-marked
AT4G29330,De-novo marked
AT4G29380,Hyper-marked
AT4G29390,Hyper-marked
AT4G29420,De-novo marked
AT4G29430,De-novo marked
AT4G29480,De-novo marked
AT4G29510,De-novo marked
AT4G29590,Unchanged
AT4G29660,Unchanged
AT4G29720,Hyper-marked
AT4G29750,De-novo marked
AT4G29790,De-novo marked
AT4G29800,Unchanged
AT4G29820,De-novo marked
AT4G29830,De-novo marked
AT4G29850,Hyper-marked
AT4G29860,Hyper-marked
AT4G29870,De-novo marked
AT4G29890,De-novo marked
AT4G29940,De-novo marked
AT4G29960,De-novo marked
AT4G30000,De-novo marked
AT4G30010,De-novo marked
AT4G30060,Unchanged
AT4G30080,Hyper-marked
AT4G30090,Unchanged
AT4G30097,De-novo marked
AT4G30100,De-novo marked
AT4G30150,De-novo marked
AT4G30220,De-novo marked
AT4G30240,Unchanged
