gene,type,gene_model_description,all_gene_symbols,log2foldchange,p_value,ubp5_target
AT4G14050,upregulated,Pentatricopeptide repeat (PPR) superfamily protein; INVOLVED IN: biological_process unknown; LOCATED IN: membrane; EXPRESSED IN: leaf; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: pentatricopeptide (PPR) repeat-containing protein (TAIR:AT1G68930.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,NA,0.806466680325775,0.00213847233033963,FALSE
AT4G14230,NA,NA,NA,NA,NA,NA
AT4G14270,NA,NA,NA,NA,NA,NA
AT4G14310,NA,NA,NA,NA,NA,NA
AT4G14350,NA,NA,NA,NA,NA,NA
AT4G14385,NA,NA,NA,NA,NA,NA
AT4G14455,NA,NA,NA,NA,NA,NA
AT4G14580,NA,NA,NA,NA,NA,NA
AT4G14615,downregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2346 (InterPro:IPR018625); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G52825.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,NA,-0.542978987456997,4.94519309670804e-4,TRUE
AT4G14870,NA,NA,NA,NA,NA,NA
AT4G15090,NA,NA,NA,NA,NA,NA
AT4G15130,NA,NA,NA,NA,NA,NA
AT4G15230,upregulated,"pleiotropic drug resistance 2 (PDR2); FUNCTIONS IN: ATPase activity, coupled to transmembrane movement of substances; INVOLVED IN: transport, drug transmembrane transport; LOCATED IN: membrane; EXPRESSED IN: 18 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, AAA+ type, core (InterPro:IPR003593), ABC transporter-like (InterPro:IPR003439), Plant PDR ABC transporter associated (InterPro:IPR013581), ABC-2 type transporter (InterPro:IPR013525); BEST Arabidopsis thaliana protein match is: pleiotropic drug resistance 13 (TAIR:AT4G15215.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",PLEIOTROPIC DRUG RESISTANCE 2 (PDR2);ATP-BINDING CASSETTE G30 (ABCG30); (ATPDR2),0.776087878544165,0.00135077716000288,FALSE
AT4G15415,NA,NA,NA,NA,NA,NA
AT4G15440,NA,NA,NA,NA,NA,NA
AT4G15475,NA,NA,NA,NA,NA,NA
AT4G15545,NA,NA,NA,NA,NA,NA
AT4G15790,NA,NA,NA,NA,NA,NA
AT4G15802,NA,NA,NA,NA,NA,NA
AT4G15840,NA,NA,NA,NA,NA,NA
AT4G15880,NA,NA,NA,NA,NA,NA
AT4G15975,NA,NA,NA,NA,NA,NA
AT4G16143,NA,NA,NA,NA,NA,NA
AT4G16250,NA,NA,NA,NA,NA,NA
AT4G16310,NA,NA,NA,NA,NA,NA
AT4G16340,NA,NA,NA,NA,NA,NA
AT4G16420,NA,NA,NA,NA,NA,NA
AT4G16430,NA,NA,NA,NA,NA,NA
AT4G16470,NA,NA,NA,NA,NA,NA
AT4G16563,NA,NA,NA,NA,NA,NA
AT4G16820,NA,NA,NA,NA,NA,NA
AT4G16970,NA,NA,NA,NA,NA,NA
AT4G17060,NA,NA,NA,NA,NA,NA
AT4G17080,NA,NA,NA,NA,NA,NA
AT4G17330,NA,NA,NA,NA,NA,NA
AT4G17390,NA,NA,NA,NA,NA,NA
AT4G17440,NA,NA,NA,NA,NA,NA
AT4G17500,NA,NA,NA,NA,NA,NA
AT4G17615,NA,NA,NA,NA,NA,NA
AT4G17615,NA,NA,NA,NA,NA,NA
AT4G17620,NA,NA,NA,NA,NA,NA
AT4G17740,NA,NA,NA,NA,NA,NA
AT4G17750,NA,NA,NA,NA,NA,NA
AT4G17790,NA,NA,NA,NA,NA,NA
AT4G17830,NA,NA,NA,NA,NA,NA
AT4G17890,NA,NA,NA,NA,NA,NA
AT4G17895,NA,NA,NA,NA,NA,NA
AT4G17900,NA,NA,NA,NA,NA,NA
AT4G18010,NA,NA,NA,NA,NA,NA
AT4G02995,NA,NA,NA,NA,NA,NA
AT4G18300,NA,NA,NA,NA,NA,NA
AT4G18350,NA,NA,NA,NA,NA,NA
AT4G18390,downregulated,"TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 2 (TCP2); CONTAINS InterPro DOMAIN/s: Transcription factor, TCP (InterPro:IPR005333), CYC/TB1, R domain (InterPro:IPR017888), Transcription factor TCP subgroup (InterPro:IPR017887); BEST Arabidopsis thaliana protein match is: TEOSINTE BRANCHED 1, cycloidea, and PCF family 24 (TAIR:AT1G30210.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","TEOSINTE BRANCHED 1, CYCLOIDEA AND PCF TRANSCRIPTION FACTOR 2 (TCP2)",-0.565650337358255,1.40380758908112e-4,TRUE
AT4G18440,downregulated,"L-Aspartase-like family protein; FUNCTIONS IN: N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity, catalytic activity; INVOLVED IN: purine ribonucleotide biosynthetic process, purine base biosynthetic process, IMP biosynthetic process; LOCATED IN: chloroplast, chloroplast stroma; CONTAINS InterPro DOMAIN/s: Adenylosuccinate lyase C-terminal/plant (InterPro:IPR013539), L-Aspartase-like (InterPro:IPR008948), Adenylosuccinate lyase (InterPro:IPR004769), Fumarate lyase, conserved site (InterPro:IPR020557), Lyase 1, N-terminal (InterPro:IPR022761), Fumarate lyase (InterPro:IPR000362); BEST Arabidopsis thaliana protein match is: L-Aspartase-like family protein (TAIR:AT1G36280.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",NA,-1.17647027127399,1.68231370527255e-6,TRUE
AT4G18470,NA,NA,NA,NA,NA,NA
AT4G18520,NA,NA,NA,NA,NA,NA
AT4G18570,NA,NA,NA,NA,NA,NA
AT4G18590,NA,NA,NA,NA,NA,NA
AT4G18700,NA,NA,NA,NA,NA,NA
AT4G18800,NA,NA,NA,NA,NA,NA
AT4G18975,NA,NA,NA,NA,NA,NA
AT4G19003,NA,NA,NA,NA,NA,NA
AT4G19080,NA,NA,NA,NA,NA,NA
AT4G19110,NA,NA,NA,NA,NA,NA
AT4G19160,NA,NA,NA,NA,NA,NA
AT4G19210,NA,NA,NA,NA,NA,NA
AT4G19220,NA,NA,NA,NA,NA,NA
AT4G19350,NA,NA,NA,NA,NA,NA
AT4G06880,NA,NA,NA,NA,NA,NA
AT4G19540,NA,NA,NA,NA,NA,NA
AT4G19600,NA,NA,NA,NA,NA,NA
AT4G19640,NA,NA,NA,NA,NA,NA
AT4G19860,NA,NA,NA,NA,NA,NA
AT4G20010,downregulated,"plastid transcriptionally active 9 (PTAC9); FUNCTIONS IN: single-stranded DNA binding; INVOLVED IN: biological_process unknown; LOCATED IN: plastid chromosome, nucleoid; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Nucleic acid-binding, OB-fold (InterPro:IPR012340), Nucleic acid-binding, OB-fold-like (InterPro:IPR016027), Primosome PriB/single-strand DNA-binding (InterPro:IPR000424); BEST Arabidopsis thaliana protein match is: organellar single-stranded DNA binding protein 3 (TAIR:AT5G44785.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",ORGANELLAR SINGLE-STRANDED DNA BINDING PROTEIN 2 (OSB2);PLASTID TRANSCRIPTIONALLY ACTIVE 9 (PTAC9),-0.867126017429601,1.73838692888229e-7,TRUE
AT4G20020,NA,NA,NA,NA,NA,NA
AT4G20290,NA,NA,NA,NA,NA,NA
AT4G20325,NA,NA,NA,NA,NA,NA
AT4G20350,NA,NA,NA,NA,NA,NA
AT4G20380,NA,NA,NA,NA,NA,NA
AT4G20400,NA,NA,NA,NA,NA,NA
AT4G20440,NA,NA,NA,NA,NA,NA
AT4G20460,NA,NA,NA,NA,NA,NA
AT4G20480,NA,NA,NA,NA,NA,NA
AT4G20830,NA,NA,NA,NA,NA,NA
AT4G20960,NA,NA,NA,NA,NA,NA
AT4G21110,NA,NA,NA,NA,NA,NA
AT4G21220,NA,NA,NA,NA,NA,NA
AT4G21500,NA,NA,NA,NA,NA,NA
AT4G21560,NA,NA,NA,NA,NA,NA
AT4G21670,NA,NA,NA,NA,NA,NA
AT4G21740,NA,NA,NA,NA,NA,NA
AT4G21790,NA,NA,NA,NA,NA,NA
AT4G21980,NA,NA,NA,NA,NA,NA
AT4G22140,NA,NA,NA,NA,NA,NA
AT4G22190,downregulated,unknown protein; Has 283 Blast hits to 154 proteins in 44 species: Archae - 0; Bacteria - 2; Metazoa - 24; Fungi - 12; Plants - 48; Viruses - 0; Other Eukaryotes - 197 (source: NCBI BLink).,NA,-0.512565880113566,2.2681496450156e-4,FALSE
AT4G22220,NA,NA,NA,NA,NA,NA
AT4G22250,NA,NA,NA,NA,NA,NA
AT4G22260,NA,NA,NA,NA,NA,NA
AT4G22290,NA,NA,NA,NA,NA,NA
AT4G07070,NA,NA,NA,NA,NA,NA
AT4G22360,NA,NA,NA,NA,NA,NA
AT4G22530,NA,NA,NA,NA,NA,NA
AT4G22540,NA,NA,NA,NA,NA,NA
AT4G22580,NA,NA,NA,NA,NA,NA
AT4G22620,NA,NA,NA,NA,NA,NA
AT4G22740,NA,NA,NA,NA,NA,NA
AT4G22840,NA,NA,NA,NA,NA,NA
AT4G23440,NA,NA,NA,NA,NA,NA
AT4G23630,NA,NA,NA,NA,NA,NA
AT4G23740,NA,NA,NA,NA,NA,NA
AT4G23750,NA,NA,NA,NA,NA,NA
AT4G23770,NA,NA,NA,NA,NA,NA
AT4G23780,NA,NA,NA,NA,NA,NA
AT4G23820,downregulated,"Pectin lyase-like superfamily protein; FUNCTIONS IN: polygalacturonase activity; INVOLVED IN: carbohydrate metabolic process; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pectin lyase fold/virulence factor (InterPro:IPR011050), Glycoside hydrolase, family 28 (InterPro:IPR000743), Pectin lyase fold (InterPro:IPR012334), Parallel beta-helix repeat (InterPro:IPR006626); BEST Arabidopsis thaliana protein match is: Pectin lyase-like superfamily protein (TAIR:AT5G41870.1); Has 4183 Blast hits to 4168 proteins in 506 species: Archae - 6; Bacteria - 1472; Metazoa - 14; Fungi - 1146; Plants - 1414; Viruses - 0; Other Eukaryotes - 131 (source: NCBI BLink).",NA,-0.48161048510745,0.00121729489990774,TRUE
AT4G23860,downregulated,"PHD finger protein-related; FUNCTIONS IN: ubiquitin-protein ligase activity, zinc ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: cytoplasm; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, PHD-type (InterPro:IPR001965), Zinc finger, N-recognin (InterPro:IPR003126); Has 484 Blast hits to 449 proteins in 164 species: Archae - 0; Bacteria - 2; Metazoa - 240; Fungi - 124; Plants - 56; Viruses - 0; Other Eukaryotes - 62 (source: NCBI BLink).",NA,-0.447268333199284,0.00252031191363237,TRUE
AT4G23930,NA,NA,NA,NA,NA,NA
AT4G24200,NA,NA,NA,NA,NA,NA
AT4G24280,NA,NA,NA,NA,NA,NA
AT4G24410,NA,NA,NA,NA,NA,NA
AT4G24460,NA,NA,NA,NA,NA,NA
AT4G24570,NA,NA,NA,NA,NA,NA
AT4G24680,NA,NA,NA,NA,NA,NA
AT4G24690,NA,NA,NA,NA,NA,NA
AT4G24740,NA,NA,NA,NA,NA,NA
AT4G24805,NA,NA,NA,NA,NA,NA
AT4G24820,NA,NA,NA,NA,NA,NA
AT4G24940,NA,NA,NA,NA,NA,NA
AT4G25100,NA,NA,NA,NA,NA,NA
AT4G25110,NA,NA,NA,NA,NA,NA
AT4G25170,NA,NA,NA,NA,NA,NA
AT4G25180,NA,NA,NA,NA,NA,NA
AT4G25260,NA,NA,NA,NA,NA,NA
AT4G25315,NA,NA,NA,NA,NA,NA
AT4G25320,NA,NA,NA,NA,NA,NA
AT4G25520,NA,NA,NA,NA,NA,NA
AT4G25670,NA,NA,NA,NA,NA,NA
AT4G25770,NA,NA,NA,NA,NA,NA
AT4G03185,NA,NA,NA,NA,NA,NA
AT4G25880,NA,NA,NA,NA,NA,NA
AT4G26000,NA,NA,NA,NA,NA,NA
AT4G26160,NA,NA,NA,NA,NA,NA
AT4G26450,NA,NA,NA,NA,NA,NA
AT4G26455,NA,NA,NA,NA,NA,NA
AT4G26640,NA,NA,NA,NA,NA,NA
AT4G26780,NA,NA,NA,NA,NA,NA
AT4G26960,NA,NA,NA,NA,NA,NA
AT4G27230,NA,NA,NA,NA,NA,NA
AT4G27280,NA,NA,NA,NA,NA,NA
AT4G27410,NA,NA,NA,NA,NA,NA
AT4G27470,NA,NA,NA,NA,NA,NA
AT4G27680,NA,NA,NA,NA,NA,NA
AT4G27880,NA,NA,NA,NA,NA,NA
AT4G27910,NA,NA,NA,NA,NA,NA
AT4G28050,NA,NA,NA,NA,NA,NA
AT4G28260,NA,NA,NA,NA,NA,NA
AT4G28430,NA,NA,NA,NA,NA,NA
AT4G28490,NA,NA,NA,NA,NA,NA
AT4G28680,NA,NA,NA,NA,NA,NA
AT4G28860,NA,NA,NA,NA,NA,NA
AT4G29000,NA,NA,NA,NA,NA,NA
AT4G29190,downregulated,"Zinc finger C-x8-C-x5-C-x3-H type family protein; CONTAINS InterPro DOMAIN/s: Zinc finger, CCCH-type (InterPro:IPR000571); BEST Arabidopsis thaliana protein match is: CCCH-type zinc finger family protein (TAIR:AT2G19810.1); Has 726 Blast hits to 700 proteins in 125 species: Archae - 0; Bacteria - 0; Metazoa - 157; Fungi - 3; Plants - 406; Viruses - 0; Other Eukaryotes - 160 (source: NCBI BLink).",OXIDATION-RELATED ZINC FINGER 2 (OZF2);ARABIDOPSIS THALIANA OXIDATION-RELATED ZINC FINGER 2 (ATOZF2);TANDEM ZINC FINGER 3 (TZF3); (ATTZF3); (ATC3H49),-0.924638747371638,7.22020469701485e-10,FALSE
AT4G29240,NA,NA,NA,NA,NA,NA
AT4G29260,NA,NA,NA,NA,NA,NA
AT4G29380,NA,NA,NA,NA,NA,NA
AT4G29780,NA,NA,NA,NA,NA,NA
AT4G29870,NA,NA,NA,NA,NA,NA
AT4G30000,NA,NA,NA,NA,NA,NA
AT4G30220,NA,NA,NA,NA,NA,NA
AT4G30260,NA,NA,NA,NA,NA,NA
AT4G30350,NA,NA,NA,NA,NA,NA
AT4G30440,NA,NA,NA,NA,NA,NA
AT4G30630,NA,NA,NA,NA,NA,NA
AT4G30710,NA,NA,NA,NA,NA,NA
AT4G08335,NA,NA,NA,NA,NA,NA
AT4G30780,NA,NA,NA,NA,NA,NA
AT4G30790,NA,NA,NA,NA,NA,NA
AT4G30840,NA,NA,NA,NA,NA,NA
AT4G30890,NA,NA,NA,NA,NA,NA
AT4G31170,NA,NA,NA,NA,NA,NA
AT4G31200,NA,NA,NA,NA,NA,NA
AT4G31300,NA,NA,NA,NA,NA,NA
AT4G31530,NA,NA,NA,NA,NA,NA
AT4G31570,NA,NA,NA,NA,NA,NA
AT4G31720,NA,NA,NA,NA,NA,NA
AT4G32020,NA,NA,NA,NA,NA,NA
AT4G32030,NA,NA,NA,NA,NA,NA
AT4G32160,NA,NA,NA,NA,NA,NA
AT4G32290,NA,NA,NA,NA,NA,NA
AT4G32350,NA,NA,NA,NA,NA,NA
AT4G32400,NA,NA,NA,NA,NA,NA
AT4G32410,NA,NA,NA,NA,NA,NA
AT4G32440,NA,NA,NA,NA,NA,NA
AT4G32600,NA,NA,NA,NA,NA,NA
AT4G32610,NA,NA,NA,NA,NA,NA
AT4G32620,NA,NA,NA,NA,NA,NA
AT4G32750,NA,NA,NA,NA,NA,NA
AT4G32770,NA,NA,NA,NA,NA,NA
AT4G32840,NA,NA,NA,NA,NA,NA
AT4G32920,NA,NA,NA,NA,NA,NA
AT4G33200,NA,NA,NA,NA,NA,NA
AT4G33210,NA,NA,NA,NA,NA,NA
AT4G33400,NA,NA,NA,NA,NA,NA
AT4G33430,NA,NA,NA,NA,NA,NA
AT4G33440,NA,NA,NA,NA,NA,NA
AT4G33565,NA,NA,NA,NA,NA,NA
AT4G33890,NA,NA,NA,NA,NA,NA
AT4G33920,NA,NA,NA,NA,NA,NA
AT4G34050,NA,NA,NA,NA,NA,NA
AT4G34100,NA,NA,NA,NA,NA,NA
AT4G34110,NA,NA,NA,NA,NA,NA
AT4G34150,NA,NA,NA,NA,NA,NA
AT4G34340,NA,NA,NA,NA,NA,NA
AT4G34370,NA,NA,NA,NA,NA,NA
AT4G34390,NA,NA,NA,NA,NA,NA
AT4G34490,NA,NA,NA,NA,NA,NA
AT4G34710,NA,NA,NA,NA,NA,NA
AT4G34870,NA,NA,NA,NA,NA,NA
AT4G34980,NA,NA,NA,NA,NA,NA
AT4G35020,downregulated,A member of ROP GTPase gene family; Encodes a Rho-like GTP binding protein.,RAC-LIKE 3 (ARAC3);RHO-RELATED PROTEIN FROM PLANTS 6 (ROP6);RAC-LIKE 3 (RAC3); (ATROP6); (RHO1PS),-1.47057264874869,8.33470579788353e-17,TRUE
AT4G35040,NA,NA,NA,NA,NA,NA
AT4G35080,NA,NA,NA,NA,NA,NA
AT4G35220,NA,NA,NA,NA,NA,NA
AT4G35295,NA,NA,NA,NA,NA,NA
AT4G35510,NA,NA,NA,NA,NA,NA
AT4G35519,NA,NA,NA,NA,NA,NA
AT4G35570,NA,NA,NA,NA,NA,NA
AT4G35730,NA,NA,NA,NA,NA,NA
AT4G35785,NA,NA,NA,NA,NA,NA
AT4G35800,NA,NA,NA,NA,NA,NA
AT4G35890,NA,NA,NA,NA,NA,NA
AT4G35910,NA,NA,NA,NA,NA,NA
AT4G35930,NA,NA,NA,NA,NA,NA
AT4G35940,NA,NA,NA,NA,NA,NA
AT4G35950,NA,NA,NA,NA,NA,NA
AT4G36020,NA,NA,NA,NA,NA,NA
AT4G36040,downregulated,"Chaperone DnaJ-domain superfamily protein; FUNCTIONS IN: heat shock protein binding; INVOLVED IN: protein folding, response to stress; LOCATED IN: nucleus; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Molecular chaperone, heat shock protein, Hsp40, DnaJ (InterPro:IPR015609), Heat shock protein DnaJ, N-terminal (InterPro:IPR001623); BEST Arabidopsis thaliana protein match is: Chaperone DnaJ-domain superfamily protein (TAIR:AT2G17880.1); Has 18528 Blast hits to 18528 proteins in 3080 species: Archae - 133; Bacteria - 8129; Metazoa - 2968; Fungi - 1612; Plants - 1794; Viruses - 5; Other Eukaryotes - 3887 (source: NCBI BLink).",DNAJ11 (J11),-0.619859925001327,2.97610825962317e-4,FALSE
AT4G36195,NA,NA,NA,NA,NA,NA
AT4G09335,NA,NA,NA,NA,NA,NA
AT4G36580,upregulated,"AAA-type ATPase family protein; FUNCTIONS IN: ATPase activity, zinc ion binding; LOCATED IN: chloroplast; EXPRESSED IN: 14 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, AAA-type, core (InterPro:IPR003959), ATPase, AAA+ type, core (InterPro:IPR003593), ATPase, AAA-type, conserved site (InterPro:IPR003960), Protein of unknown function DUF3523 (InterPro:IPR021911); BEST Arabidopsis thaliana protein match is: AAA-type ATPase family protein (TAIR:AT2G18330.1); Has 33237 Blast hits to 29448 proteins in 3004 species: Archae - 1414; Bacteria - 11083; Metazoa - 6547; Fungi - 3972; Plants - 2549; Viruses - 53; Other Eukaryotes - 7619 (source: NCBI BLink).",NA,0.703364072665393,0.00116576404752329,TRUE
AT4G36648,NA,NA,NA,NA,NA,NA
AT4G36650,NA,NA,NA,NA,NA,NA
AT4G09375,NA,NA,NA,NA,NA,NA
AT4G36980,NA,NA,NA,NA,NA,NA
AT4G36990,NA,NA,NA,NA,NA,NA
AT4G37000,NA,NA,NA,NA,NA,NA
AT4G37020,downregulated,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: eukaryotic initiation factor 4A-III (TAIR:AT3G19760.1).,NA,-0.601059929402892,0.00243865513324231,TRUE
AT4G37090,NA,NA,NA,NA,NA,NA
AT4G37120,NA,NA,NA,NA,NA,NA
AT4G37120,NA,NA,NA,NA,NA,NA
AT4G37180,NA,NA,NA,NA,NA,NA
AT4G37210,NA,NA,NA,NA,NA,NA
AT4G37380,NA,NA,NA,NA,NA,NA
AT4G37430,NA,NA,NA,NA,NA,NA
AT4G37608,NA,NA,NA,NA,NA,NA
AT4G37610,upregulated,"BTB and TAZ domain protein. Located in cytoplasm and expressed in fruit, flower and leaves.",BTB AND TAZ DOMAIN PROTEIN 5 (bt5),0.584733683063832,0.00227622163307488,FALSE
AT4G37760,NA,NA,NA,NA,NA,NA
AT4G37930,NA,NA,NA,NA,NA,NA
AT4G38060,NA,NA,NA,NA,NA,NA
AT4G38062,NA,NA,NA,NA,NA,NA
AT4G38430,NA,NA,NA,NA,NA,NA
AT4G38590,NA,NA,NA,NA,NA,NA
AT4G38600,NA,NA,NA,NA,NA,NA
AT4G38760,NA,NA,NA,NA,NA,NA
AT4G38900,NA,NA,NA,NA,NA,NA
AT4G38932,NA,NA,NA,NA,NA,NA
AT4G38980,NA,NA,NA,NA,NA,NA
AT4G39160,NA,NA,NA,NA,NA,NA
AT4G39260,NA,NA,NA,NA,NA,NA
AT4G39560,NA,NA,NA,NA,NA,NA
AT4G39600,downregulated,"Galactose oxidase/kelch repeat superfamily protein; CONTAINS InterPro DOMAIN/s: F-box domain, cyclin-like (InterPro:IPR001810), Galactose oxidase/kelch, beta-propeller (InterPro:IPR011043), Kelch-type beta propeller (InterPro:IPR015915); BEST Arabidopsis thaliana protein match is: Galactose oxidase/kelch repeat superfamily protein (TAIR:AT5G48990.1); Has 1438 Blast hits to 1405 proteins in 73 species: Archae - 0; Bacteria - 15; Metazoa - 338; Fungi - 0; Plants - 1061; Viruses - 3; Other Eukaryotes - 21 (source: NCBI BLink).",NA,-2.2242392704753,2.89524327378716e-8,TRUE
AT4G39630,NA,NA,NA,NA,NA,NA
AT4G39680,NA,NA,NA,NA,NA,NA
AT4G39730,NA,NA,NA,NA,NA,NA
AT4G39740,NA,NA,NA,NA,NA,NA
AT4G39790,NA,NA,NA,NA,NA,NA
AT4G39820,NA,NA,NA,NA,NA,NA
AT4G39830,NA,NA,NA,NA,NA,NA
AT4G09945,NA,NA,NA,NA,NA,NA
AT4G39880,NA,NA,NA,NA,NA,NA
AT4G39920,NA,NA,NA,NA,NA,NA
AT4G40030,NA,NA,NA,NA,NA,NA
AT4G40040,NA,NA,NA,NA,NA,NA
AT4G40070,NA,NA,NA,NA,NA,NA
AT5G01090,NA,NA,NA,NA,NA,NA
AT5G01170,NA,NA,NA,NA,NA,NA
AT5G01390,NA,NA,NA,NA,NA,NA
AT5G01460,NA,NA,NA,NA,NA,NA
AT5G01530,NA,NA,NA,NA,NA,NA
AT5G01595,NA,NA,NA,NA,NA,NA
AT5G01710,NA,NA,NA,NA,NA,NA
AT5G01960,NA,NA,NA,NA,NA,NA
AT5G02020,NA,NA,NA,NA,NA,NA
AT5G02190,NA,NA,NA,NA,NA,NA
AT5G02320,NA,NA,NA,NA,NA,NA
AT5G02380,NA,NA,NA,NA,NA,NA
AT5G02470,NA,NA,NA,NA,NA,NA
AT5G02520,NA,NA,NA,NA,NA,NA
AT5G02530,NA,NA,NA,NA,NA,NA
AT5G02610,NA,NA,NA,NA,NA,NA
AT5G02670,NA,NA,NA,NA,NA,NA
AT5G02770,NA,NA,NA,NA,NA,NA
AT5G02810,downregulated,PRR7 and PRR9 are partially redundant essential components of a temperature-sensitive circadian system. CCA1 and LHY had a positive effect on PRR7 expression levels. Acts as transcriptional repressor of CCA1 and LHY.,(APRR7);PSEUDO-RESPONSE REGULATOR 7 (PRR7),-0.773315610361201,1.84297686602304e-5,TRUE
AT5G02850,NA,NA,NA,NA,NA,NA
AT5G02910,NA,NA,NA,NA,NA,NA
AT5G03030,NA,NA,NA,NA,NA,NA
AT5G03110,NA,NA,NA,NA,NA,NA
AT5G03140,NA,NA,NA,NA,NA,NA
AT5G03160,NA,NA,NA,NA,NA,NA
AT5G03200,NA,NA,NA,NA,NA,NA
AT5G03220,NA,NA,NA,NA,NA,NA
AT5G03280,NA,NA,NA,NA,NA,NA
AT5G03280,NA,NA,NA,NA,NA,NA
AT5G03320,downregulated,"Protein kinase superfamily protein; FUNCTIONS IN: protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT3G09830.2); Has 109980 Blast hits to 108978 proteins in 3984 species: Archae - 79; Bacteria - 12272; Metazoa - 40540; Fungi - 9373; Plants - 31986; Viruses - 364; Other Eukaryotes - 15366 (source: NCBI BLink).",NA,-1.05680096187559,1.52121315523068e-11,TRUE
AT5G03380,NA,NA,NA,NA,NA,NA
AT5G03455,NA,NA,NA,NA,NA,NA
AT5G03470,NA,NA,NA,NA,NA,NA
AT5G03490,NA,NA,NA,NA,NA,NA
AT5G03520,NA,NA,NA,NA,NA,NA
AT5G03680,NA,NA,NA,NA,NA,NA
AT5G03700,NA,NA,NA,NA,NA,NA
AT5G03720,upregulated,Member of Heat Stress Transcription Factor (Hsf) family. Expression is regulated by DREB2A and in turn HSFA3 regulates the expression of hsps Hsp18.1-CI and Hsp26.5-MII35S. Involved in  establishing thermotolerence.,HEAT SHOCK TRANSCRIPTION FACTOR A3 (HSFA3);ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR A3 (AT-HSFA3),1.3878436854507,4.78334472235787e-6,FALSE
AT5G03720,upregulated,Member of Heat Stress Transcription Factor (Hsf) family. Expression is regulated by DREB2A and in turn HSFA3 regulates the expression of hsps Hsp18.1-CI and Hsp26.5-MII35S. Involved in  establishing thermotolerence.,HEAT SHOCK TRANSCRIPTION FACTOR A3 (HSFA3);ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR A3 (AT-HSFA3),1.3878436854507,4.78334472235787e-6,FALSE
AT5G03730,NA,NA,NA,NA,NA,NA
AT5G03740,NA,NA,NA,NA,NA,NA
AT5G03905,NA,NA,NA,NA,NA,NA
AT5G03910,NA,NA,NA,NA,NA,NA
