gene,type,gene_model_description,all_gene_symbols,log2foldchange,p_value,ubp5_target
AT3G19100,upregulated,"Protein kinase superfamily protein; FUNCTIONS IN: in 6 functions; INVOLVED IN: protein amino acid phosphorylation, N-terminal protein myristoylation; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase domain (InterPro:IPR002290), Calcium-dependent protein kinase (InterPro:IPR020642), Calcium/calmodulin-dependent protein kinase-like (InterPro:IPR020636), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Calcium-dependent protein kinase (CDPK) family protein (TAIR:AT1G49580.1); Has 120241 Blast hits to 118384 proteins in 3609 species: Archae - 140; Bacteria - 14458; Metazoa - 44881; Fungi - 12679; Plants - 26503; Viruses - 512; Other Eukaryotes - 21068 (source: NCBI BLink).",NA,0.544415997687035,9.64603468031663e-5,FALSE
AT3G19190,NA,NA,NA,NA,NA,NA
AT3G19240,downregulated,"Vacuolar import/degradation, Vid27-related protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: WD40 repeat-like-containing domain (InterPro:IPR011046), Vacuolar import/degradation, Vid27-related (InterPro:IPR013863); BEST Arabidopsis thaliana protein match is: Vacuolar import/degradation, Vid27-related protein (TAIR:AT4G33400.1); Has 312 Blast hits to 307 proteins in 136 species: Archae - 0; Bacteria - 1; Metazoa - 11; Fungi - 168; Plants - 82; Viruses - 0; Other Eukaryotes - 50 (source: NCBI BLink).",NA,-0.606796293190038,7.87580391245399e-4,TRUE
AT3G19330,NA,NA,NA,NA,NA,NA
AT3G19380,NA,NA,NA,NA,NA,NA
AT3G19420,downregulated,"Encodes a phosphatase with low in vitro tyrosine phosphatase activity that is capable of dephosphorylating in vitro the 3'phosphate group of PI3P, PI(3,4)P2, and PI(3,5)P2 and may be an effector of lipid signaling.",PHOSPHATASE AND TENSIN HOMOLOG DELETED ON CHROMOSOME TEN 2A (PTEN2A);PTEN 2 (PEN2);PTEN 2 (ATPEN2),-0.585065413087297,3.55075886623656e-5,TRUE
AT3G19440,NA,NA,NA,NA,NA,NA
AT3G19460,NA,NA,NA,NA,NA,NA
AT3G19590,NA,NA,NA,NA,NA,NA
AT3G19630,NA,NA,NA,NA,NA,NA
AT3G19640,NA,NA,NA,NA,NA,NA
AT3G19760,NA,NA,NA,NA,NA,NA
AT3G19790,NA,NA,NA,NA,NA,NA
AT3G19910,NA,NA,NA,NA,NA,NA
AT3G19950,NA,NA,NA,NA,NA,NA
AT3G19970,NA,NA,NA,NA,NA,NA
AT3G20020,NA,NA,NA,NA,NA,NA
AT3G20070,NA,NA,NA,NA,NA,NA
AT3G20330,NA,NA,NA,NA,NA,NA
AT3G20490,NA,NA,NA,NA,NA,NA
AT3G20550,NA,NA,NA,NA,NA,NA
AT3G20600,NA,NA,NA,NA,NA,NA
AT3G20620,NA,NA,NA,NA,NA,NA
AT3G20660,NA,NA,NA,NA,NA,NA
AT3G20770,downregulated,"Encodes EIN3 (ethylene-insensitive3), a nuclear transcription factor that initiates downstream transcriptional cascades for ethylene responses.",ETHYLENE-INSENSITIVE3 (EIN3); (AtEIN3),-0.467877793214418,8.79227940189225e-4,TRUE
AT3G20780,NA,NA,NA,NA,NA,NA
AT3G20810,upregulated,JMJD5 encodes a protein which contains  a jumonji-C (jmjC) domain. The jumonji-C is frequently found in proteins with histone demethylase activity. jmjd5 mutant plants have a short-period circadian phenotype.,JUMONJI C DOMAIN-CONTAINING PROTEIN 30 (JMJ30);JUMONJI DOMAIN CONTAINING 5 (JMJD5),1.07539121564534,1.58815741521007e-11,TRUE
AT3G20830,NA,NA,NA,NA,NA,NA
AT3G20890,NA,NA,NA,NA,NA,NA
AT3G20970,NA,NA,NA,NA,NA,NA
AT3G21055,NA,NA,NA,NA,NA,NA
AT3G21270,NA,NA,NA,NA,NA,NA
AT3G21580,NA,NA,NA,NA,NA,NA
AT3G21700,NA,NA,NA,NA,NA,NA
AT3G22070,NA,NA,NA,NA,NA,NA
AT3G22270,NA,NA,NA,NA,NA,NA
AT3G22290,NA,NA,NA,NA,NA,NA
AT3G22290,NA,NA,NA,NA,NA,NA
AT3G22310,upregulated,"Sequence similarity ot DEAD-box RNA helicases. Binds RNA and DNA. Involved in drought, salt and cold stress responses.",RNA HELICASE 9 (ATRH9);PUTATIVE MITOCHONDRIAL RNA HELICASE 1 (PMH1),0.446408369595652,0.00238270091142837,TRUE
AT3G22320,NA,NA,NA,NA,NA,NA
AT3G22430,NA,NA,NA,NA,NA,NA
AT3G22440,NA,NA,NA,NA,NA,NA
AT3G22520,NA,NA,NA,NA,NA,NA
AT3G22550,NA,NA,NA,NA,NA,NA
AT3G22590,NA,NA,NA,NA,NA,NA
AT3G22670,NA,NA,NA,NA,NA,NA
AT3G22845,NA,NA,NA,NA,NA,NA
AT3G22942,NA,NA,NA,NA,NA,NA
AT3G22990,NA,NA,NA,NA,NA,NA
AT3G23100,NA,NA,NA,NA,NA,NA
AT3G23150,NA,NA,NA,NA,NA,NA
AT3G23325,downregulated,"Splicing factor 3B subunit 5/RDS3 complex subunit 10; CONTAINS InterPro DOMAIN/s: Splicing factor 3B subunit 5/RDS3 complex subunit 10 (InterPro:IPR009846), Splicing factor 3B, subunit 5 (InterPro:IPR017089); BEST Arabidopsis thaliana protein match is: Splicing factor 3B subunit 5/RDS3 complex subunit 10 (TAIR:AT4G14342.1); Has 334 Blast hits to 334 proteins in 171 species: Archae - 0; Bacteria - 0; Metazoa - 122; Fungi - 97; Plants - 62; Viruses - 0; Other Eukaryotes - 53 (source: NCBI BLink).",NA,-1.50200837118538,1.22221328829571e-11,TRUE
AT3G23605,NA,NA,NA,NA,NA,NA
AT3G23840,downregulated,"HXXXD-type acyl-transferase family protein; FUNCTIONS IN: transferase activity, transferring acyl groups other than amino-acyl groups, transferase activity; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Transferase (InterPro:IPR003480); BEST Arabidopsis thaliana protein match is: HXXXD-type acyl-transferase family protein (TAIR:AT4G13840.1); Has 1547 Blast hits to 1547 proteins in 88 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 7; Plants - 1538; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",NA,-0.69900560606075,0.00177331553209751,TRUE
AT3G23900,NA,NA,NA,NA,NA,NA
AT3G23980,NA,NA,NA,NA,NA,NA
AT3G24010,NA,NA,NA,NA,NA,NA
AT3G24040,NA,NA,NA,NA,NA,NA
AT3G24120,NA,NA,NA,NA,NA,NA
AT3G24490,NA,NA,NA,NA,NA,NA
AT3G24560,NA,NA,NA,NA,NA,NA
AT3G24860,NA,NA,NA,NA,NA,NA
AT3G25040,NA,NA,NA,NA,NA,NA
AT3G25120,NA,NA,NA,NA,NA,NA
AT3G25400,NA,NA,NA,NA,NA,NA
AT3G25440,NA,NA,NA,NA,NA,NA
AT3G25480,NA,NA,NA,NA,NA,NA
AT3G25540,NA,NA,NA,NA,NA,NA
AT3G25600,NA,NA,NA,NA,NA,NA
AT3G25700,NA,NA,NA,NA,NA,NA
AT3G25840,NA,NA,NA,NA,NA,NA
AT3G25870,NA,NA,NA,NA,NA,NA
AT3G26000,NA,NA,NA,NA,NA,NA
AT3G04975,NA,NA,NA,NA,NA,NA
AT3G26340,NA,NA,NA,NA,NA,NA
AT3G26395,NA,NA,NA,NA,NA,NA
AT3G26420,NA,NA,NA,NA,NA,NA
AT3G26490,NA,NA,NA,NA,NA,NA
AT3G26510,NA,NA,NA,NA,NA,NA
AT3G26520,NA,NA,NA,NA,NA,NA
AT3G26640,NA,NA,NA,NA,NA,NA
AT3G26730,NA,NA,NA,NA,NA,NA
AT3G26750,NA,NA,NA,NA,NA,NA
AT3G26850,NA,NA,NA,NA,NA,NA
AT3G26910,NA,NA,NA,NA,NA,NA
AT3G26920,NA,NA,NA,NA,NA,NA
AT3G26932,downregulated,"dsRNA-binding protein 3 (DRB3); FUNCTIONS IN: double-stranded RNA binding, RNA binding; INVOLVED IN: biological_process unknown; LOCATED IN: intracellular; EXPRESSED IN: 16 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Double-stranded RNA-binding (InterPro:IPR001159), Double-stranded RNA-binding-like (InterPro:IPR014720); BEST Arabidopsis thaliana protein match is: dsRNA-binding protein 5 (TAIR:AT5G41070.1); Has 827 Blast hits to 709 proteins in 201 species: Archae - 0; Bacteria - 347; Metazoa - 113; Fungi - 0; Plants - 307; Viruses - 2; Other Eukaryotes - 58 (source: NCBI BLink).",DSRNA-BINDING PROTEIN 3 (DRB3),-0.91141381155192,1.20933575312352e-6,FALSE
AT3G27010,NA,NA,NA,NA,NA,NA
AT3G27050,NA,NA,NA,NA,NA,NA
AT3G27090,NA,NA,NA,NA,NA,NA
AT3G27160,NA,NA,NA,NA,NA,NA
AT3G27220,NA,NA,NA,NA,NA,NA
AT3G27260,NA,NA,NA,NA,NA,NA
AT3G27310,NA,NA,NA,NA,NA,NA
AT3G27320,NA,NA,NA,NA,NA,NA
AT3G27470,NA,NA,NA,NA,NA,NA
AT3G27540,NA,NA,NA,NA,NA,NA
AT3G27700,NA,NA,NA,NA,NA,NA
AT3G28430,NA,NA,NA,NA,NA,NA
AT3G28720,NA,NA,NA,NA,NA,NA
AT3G28730,NA,NA,NA,NA,NA,NA
AT3G28920,NA,NA,NA,NA,NA,NA
AT3G28940,NA,NA,NA,NA,NA,NA
AT3G05655,NA,NA,NA,NA,NA,NA
AT3G29075,NA,NA,NA,NA,NA,NA
AT3G29090,NA,NA,NA,NA,NA,NA
AT3G29180,NA,NA,NA,NA,NA,NA
AT3G29230,NA,NA,NA,NA,NA,NA
AT3G29270,NA,NA,NA,NA,NA,NA
AT3G29770,NA,NA,NA,NA,NA,NA
AT3G30380,NA,NA,NA,NA,NA,NA
AT3G30390,NA,NA,NA,NA,NA,NA
AT3G30775,upregulated,"Encodes a proline oxidase that is predicted to localize to the inner mitochondrial membrane, its mRNA expression induced by high levels of Al and by osmotic stress.  The promoter contains an L-proline-inducible element.",EARLY RESPONSIVE TO DEHYDRATION 5 (ERD5);PROLINE DEHYDROGENASE (PRODH); (AT-POX);PROLINE DEHYDROGENASE 1 (PDH1); (ATPDH); (PRO1);ARABIDOPSIS THALIANA PROLINE OXIDASE (ATPOX),1.70452959507446,2.51761689069763e-13,FALSE
AT3G42150,NA,NA,NA,NA,NA,NA
AT3G42170,NA,NA,NA,NA,NA,NA
AT3G42660,NA,NA,NA,NA,NA,NA
AT3G43230,NA,NA,NA,NA,NA,NA
AT3G43700,downregulated,"Encodes a member of the MATH-BTB domain proteins (BPMs) that directly interact with and target for proteasomal degradation the class I homeobox-leucine zipper (HD-ZIP) transcription factor ATHB6. Known members include AT5G19000 (BPM1), AT3G06190 (BPM2), AT2G39760 (BPM3), AT3G03740 (BPM4), AT5G21010 (BPM5) and AT3G43700 (BPM6).",BTB-POZ AND MATH DOMAIN 6 (ATBPM6);BTB-POZ AND MATH DOMAIN 6 (BPM6),-2.89138949748781,2.12205073802033e-24,TRUE
AT3G44110,NA,NA,NA,NA,NA,NA
AT3G44260,NA,NA,NA,NA,NA,NA
AT3G44370,NA,NA,NA,NA,NA,NA
AT3G44430,NA,NA,NA,NA,NA,NA
AT3G44570,NA,NA,NA,NA,NA,NA
AT3G44610,NA,NA,NA,NA,NA,NA
AT3G44620,NA,NA,NA,NA,NA,NA
AT3G44713,NA,NA,NA,NA,NA,NA
AT3G44850,NA,NA,NA,NA,NA,NA
AT3G44940,NA,NA,NA,NA,NA,NA
AT3G45020,NA,NA,NA,NA,NA,NA
AT3G45100,NA,NA,NA,NA,NA,NA
AT3G45190,NA,NA,NA,NA,NA,NA
AT3G45230,NA,NA,NA,NA,NA,NA
AT3G45240,NA,NA,NA,NA,NA,NA
AT3G45630,NA,NA,NA,NA,NA,NA
AT3G45640,NA,NA,NA,NA,NA,NA
AT3G45820,NA,NA,NA,NA,NA,NA
AT3G45880,downregulated,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein; INVOLVED IN: phospholipid biosynthetic process; LOCATED IN: cellular_component unknown; EXPRESSED IN: shoot apex, root, seed; EXPRESSED DURING: E expanded cotyledon stage; CONTAINS InterPro DOMAIN/s: Transcription factor jumonji/aspartyl beta-hydroxylase (InterPro:IPR003347); BEST Arabidopsis thaliana protein match is: 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (TAIR:AT5G19840.2); Has 1138 Blast hits to 1132 proteins in 270 species: Archae - 0; Bacteria - 266; Metazoa - 428; Fungi - 156; Plants - 146; Viruses - 0; Other Eukaryotes - 142 (source: NCBI BLink).",NA,-1.72257014385178,2.61622385097396e-6,TRUE
AT3G46030,NA,NA,NA,NA,NA,NA
AT3G07395,NA,NA,NA,NA,NA,NA
AT3G46430,NA,NA,NA,NA,NA,NA
AT3G46550,NA,NA,NA,NA,NA,NA
AT3G07515,NA,NA,NA,NA,NA,NA
AT3G46830,NA,NA,NA,NA,NA,NA
AT3G07605,NA,NA,NA,NA,NA,NA
AT3G47060,NA,NA,NA,NA,NA,NA
AT3G47120,NA,NA,NA,NA,NA,NA
AT3G47300,NA,NA,NA,NA,NA,NA
AT3G47450,NA,NA,NA,NA,NA,NA
AT3G47490,NA,NA,NA,NA,NA,NA
AT3G47500,downregulated,"Dof-type zinc finger domain-containing protein, identical to H-protein promoter binding factor-2a GI:3386546 from (Arabidopsis thaliana). Interacts with LKP2 and FKF1, but its overexpression does not change flowering time under short or long day conditions.",CYCLING DOF FACTOR 3 (CDF3),-0.884773826602741,6.03532946598681e-5,TRUE
AT3G47550,NA,NA,NA,NA,NA,NA
AT3G47670,NA,NA,NA,NA,NA,NA
AT3G47675,downregulated,"unknown protein; BEST Arabidopsis thaliana protein match is: Protein of unknown function, DUF547 (TAIR:AT2G39690.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",NA,-1.23041525373061,4.87183506316065e-5,TRUE
AT3G47800,NA,NA,NA,NA,NA,NA
AT3G47820,NA,NA,NA,NA,NA,NA
AT3G47836,NA,NA,NA,NA,NA,NA
AT3G47930,NA,NA,NA,NA,NA,NA
AT3G48050,NA,NA,NA,NA,NA,NA
AT3G48060,NA,NA,NA,NA,NA,NA
AT3G48070,NA,NA,NA,NA,NA,NA
AT3G48115,NA,NA,NA,NA,NA,NA
AT3G48140,NA,NA,NA,NA,NA,NA
AT3G48150,upregulated,anaphase-promoting complex or cyclosome subunit,(CDC23);ANAPHASE-PROMOTING COMPLEX SUBUNIT 8 (APC8),0.618601183718029,0.00232092279090717,TRUE
AT3G48210,NA,NA,NA,NA,NA,NA
AT3G48240,NA,NA,NA,NA,NA,NA
AT3G48440,downregulated,"Zinc finger C-x8-C-x5-C-x3-H type family protein; FUNCTIONS IN: zinc ion binding, nucleic acid binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, CCCH-type (InterPro:IPR000571); BEST Arabidopsis thaliana protein match is: Zinc finger C-x8-C-x5-C-x3-H type family protein (TAIR:AT5G63260.1); Has 1758 Blast hits to 1034 proteins in 176 species: Archae - 0; Bacteria - 0; Metazoa - 389; Fungi - 243; Plants - 962; Viruses - 0; Other Eukaryotes - 164 (source: NCBI BLink).",NA,-0.744695526299522,3.36518634689063e-4,TRUE
AT3G48540,NA,NA,NA,NA,NA,NA
AT3G48570,NA,NA,NA,NA,NA,NA
AT3G48710,downregulated,"DEK domain-containing chromatin associated protein; CONTAINS InterPro DOMAIN/s: DEK, C-terminal (InterPro:IPR014876); BEST Arabidopsis thaliana protein match is: DEK domain-containing chromatin associated protein (TAIR:AT5G63550.2); Has 53243 Blast hits to 30328 proteins in 1615 species: Archae - 67; Bacteria - 9231; Metazoa - 21090; Fungi - 5394; Plants - 2191; Viruses - 327; Other Eukaryotes - 14943 (source: NCBI BLink).",NA,-0.522191470155627,5.14282755087329e-4,TRUE
AT3G48800,NA,NA,NA,NA,NA,NA
AT3G48880,NA,NA,NA,NA,NA,NA
AT3G48890,NA,NA,NA,NA,NA,NA
AT3G49060,NA,NA,NA,NA,NA,NA
AT3G49170,NA,NA,NA,NA,NA,NA
AT3G49240,NA,NA,NA,NA,NA,NA
AT3G49500,NA,NA,NA,NA,NA,NA
AT3G49530,NA,NA,NA,NA,NA,NA
AT3G49660,NA,NA,NA,NA,NA,NA
AT3G49790,NA,NA,NA,NA,NA,NA
AT3G49840,NA,NA,NA,NA,NA,NA
AT3G49890,NA,NA,NA,NA,NA,NA
AT3G49900,NA,NA,NA,NA,NA,NA
AT3G50060,NA,NA,NA,NA,NA,NA
AT3G50080,NA,NA,NA,NA,NA,NA
AT3G50340,NA,NA,NA,NA,NA,NA
AT3G50380,NA,NA,NA,NA,NA,NA
AT3G50550,NA,NA,NA,NA,NA,NA
AT3G50590,NA,NA,NA,NA,NA,NA
AT3G50650,NA,NA,NA,NA,NA,NA
AT3G50690,NA,NA,NA,NA,NA,NA
AT3G50780,NA,NA,NA,NA,NA,NA
AT3G08165,NA,NA,NA,NA,NA,NA
AT3G50850,NA,NA,NA,NA,NA,NA
AT3G50880,NA,NA,NA,NA,NA,NA
AT3G51010,NA,NA,NA,NA,NA,NA
AT3G51080,NA,NA,NA,NA,NA,NA
AT3G51120,NA,NA,NA,NA,NA,NA
AT3G51130,NA,NA,NA,NA,NA,NA
AT3G51180,NA,NA,NA,NA,NA,NA
AT3G51440,NA,NA,NA,NA,NA,NA
AT3G51450,NA,NA,NA,NA,NA,NA
AT3G51500,NA,NA,NA,NA,NA,NA
AT3G51580,NA,NA,NA,NA,NA,NA
AT3G51650,NA,NA,NA,NA,NA,NA
AT3G51790,NA,NA,NA,NA,NA,NA
AT3G52030,NA,NA,NA,NA,NA,NA
AT3G52090,NA,NA,NA,NA,NA,NA
AT3G08240,NA,NA,NA,NA,NA,NA
AT3G52220,NA,NA,NA,NA,NA,NA
AT3G52250,NA,NA,NA,NA,NA,NA
AT3G52300,NA,NA,NA,NA,NA,NA
AT3G52360,NA,NA,NA,NA,NA,NA
AT3G52420,NA,NA,NA,NA,NA,NA
AT3G52500,NA,NA,NA,NA,NA,NA
AT3G52605,NA,NA,NA,NA,NA,NA
AT3G52640,NA,NA,NA,NA,NA,NA
AT3G52660,NA,NA,NA,NA,NA,NA
AT3G52700,NA,NA,NA,NA,NA,NA
AT3G52800,NA,NA,NA,NA,NA,NA
AT3G52850,NA,NA,NA,NA,NA,NA
AT3G52950,NA,NA,NA,NA,NA,NA
AT3G53260,NA,NA,NA,NA,NA,NA
AT3G53340,NA,NA,NA,NA,NA,NA
AT3G53380,NA,NA,NA,NA,NA,NA
AT3G53390,NA,NA,NA,NA,NA,NA
AT3G53400,NA,NA,NA,NA,NA,NA
AT3G53490,NA,NA,NA,NA,NA,NA
AT3G53500,NA,NA,NA,NA,NA,NA
AT3G53570,downregulated,"a  member of a CDC2-related kinase subfamily,  the LAMMER kinases. activates STE12-dependent functions in yeast.",FUS3-COMPLEMENTING GENE 1 (AFC1);FUS3-COMPLEMENTING GENE 1 (FC1); (AME2),-0.518246153484626,7.29270250297431e-4,TRUE
AT3G53680,downregulated,"Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain; FUNCTIONS IN: DNA binding, zinc ion binding; INVOLVED IN: regulation of transcription, DNA-dependent; LOCATED IN: nucleus; EXPRESSED IN: 15 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, PHD-type, conserved site (InterPro:IPR019786), Zinc finger, PHD-type (InterPro:IPR001965), Zinc finger, FYVE/PHD-type (InterPro:IPR011011), Acyl-CoA N-acyltransferase (InterPro:IPR016181), Zinc finger, PHD-finger (InterPro:IPR019787); BEST Arabidopsis thaliana protein match is: Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain (TAIR:AT2G37520.1); Has 3364 Blast hits to 2813 proteins in 199 species: Archae - 0; Bacteria - 0; Metazoa - 2189; Fungi - 239; Plants - 706; Viruses - 0; Other Eukaryotes - 230 (source: NCBI BLink).",NA,-0.805963073439681,6.21236125241619e-5,TRUE
AT3G53690,NA,NA,NA,NA,NA,NA
AT3G53730,NA,NA,NA,NA,NA,NA
AT3G53760,upregulated,"Encodes GCP4 (gamma-Tubulin Complex Protein 4), required for microtubule organization.",(ATGCP4);GAMMA-TUBULIN COMPLEX PROTEIN 4 (GCP4),0.553730360259111,0.00102827381018317,TRUE
AT3G53850,NA,NA,NA,NA,NA,NA
AT3G53860,NA,NA,NA,NA,NA,NA
AT3G53950,NA,NA,NA,NA,NA,NA
AT3G54080,NA,NA,NA,NA,NA,NA
AT3G54085,NA,NA,NA,NA,NA,NA
AT3G54130,NA,NA,NA,NA,NA,NA
AT3G54170,NA,NA,NA,NA,NA,NA
AT3G54190,NA,NA,NA,NA,NA,NA
AT3G54230,NA,NA,NA,NA,NA,NA
AT3G54350,NA,NA,NA,NA,NA,NA
AT3G54363,NA,NA,NA,NA,NA,NA
AT3G54480,NA,NA,NA,NA,NA,NA
AT3G54540,NA,NA,NA,NA,NA,NA
AT3G54610,NA,NA,NA,NA,NA,NA
AT3G54625,NA,NA,NA,NA,NA,NA
AT3G54670,NA,NA,NA,NA,NA,NA
AT3G54750,NA,NA,NA,NA,NA,NA
AT3G54840,NA,NA,NA,NA,NA,NA
AT3G54950,NA,NA,NA,NA,NA,NA
AT3G55000,NA,NA,NA,NA,NA,NA
AT3G55050,NA,NA,NA,NA,NA,NA
AT3G55090,NA,NA,NA,NA,NA,NA
AT3G08475,NA,NA,NA,NA,NA,NA
AT3G55340,NA,NA,NA,NA,NA,NA
AT3G08485,NA,NA,NA,NA,NA,NA
AT3G55510,NA,NA,NA,NA,NA,NA
AT3G55530,NA,NA,NA,NA,NA,NA
AT3G55620,NA,NA,NA,NA,NA,NA
AT3G55730,NA,NA,NA,NA,NA,NA
AT3G56150,NA,NA,NA,NA,NA,NA
AT3G56250,NA,NA,NA,NA,NA,NA
AT3G56320,NA,NA,NA,NA,NA,NA
AT3G56360,NA,NA,NA,NA,NA,NA
AT3G56430,NA,NA,NA,NA,NA,NA
AT3G56680,NA,NA,NA,NA,NA,NA
AT3G56720,NA,NA,NA,NA,NA,NA
AT3G56850,NA,NA,NA,NA,NA,NA
AT3G56860,NA,NA,NA,NA,NA,NA
AT3G08735,NA,NA,NA,NA,NA,NA
AT3G56990,NA,NA,NA,NA,NA,NA
AT3G57060,NA,NA,NA,NA,NA,NA
AT3G57120,NA,NA,NA,NA,NA,NA
AT3G57230,NA,NA,NA,NA,NA,NA
AT3G08895,NA,NA,NA,NA,NA,NA
AT3G57400,NA,NA,NA,NA,NA,NA
AT3G57450,NA,NA,NA,NA,NA,NA
AT3G57560,NA,NA,NA,NA,NA,NA
AT3G57870,NA,NA,NA,NA,NA,NA
AT3G57990,NA,NA,NA,NA,NA,NA
AT3G58030,NA,NA,NA,NA,NA,NA
AT3G58040,NA,NA,NA,NA,NA,NA
AT3G58090,NA,NA,NA,NA,NA,NA
AT3G58220,NA,NA,NA,NA,NA,NA
AT3G58500,NA,NA,NA,NA,NA,NA
AT3G58510,NA,NA,NA,NA,NA,NA
AT3G58560,NA,NA,NA,NA,NA,NA
AT3G58580,NA,NA,NA,NA,NA,NA
AT3G58630,NA,NA,NA,NA,NA,NA
AT3G58690,NA,NA,NA,NA,NA,NA
AT3G58830,NA,NA,NA,NA,NA,NA
AT3G58840,NA,NA,NA,NA,NA,NA
AT3G58930,downregulated,"F-box/RNI-like superfamily protein; CONTAINS InterPro DOMAIN/s: F-box domain, cyclin-like (InterPro:IPR001810), F-box domain, Skp2-like (InterPro:IPR022364), FBD-like (InterPro:IPR006566); BEST Arabidopsis thaliana protein match is: F-box/RNI-like superfamily protein (TAIR:AT3G58940.1); Has 1839 Blast hits to 1799 proteins in 25 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1839; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",NA,-1.06163557996199,4.85669399631058e-5,TRUE
AT3G59010,NA,NA,NA,NA,NA,NA
AT3G59050,NA,NA,NA,NA,NA,NA
AT3G59280,NA,NA,NA,NA,NA,NA
AT3G59470,NA,NA,NA,NA,NA,NA
AT3G59840,NA,NA,NA,NA,NA,NA
AT3G59900,NA,NA,NA,NA,NA,NA
AT3G60050,NA,NA,NA,NA,NA,NA
AT3G60070,downregulated,"Major facilitator superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: transmembrane transport; LOCATED IN: membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Major facilitator superfamily MFS-1 (InterPro:IPR011701), Major facilitator superfamily, general substrate transporter (InterPro:IPR016196); BEST Arabidopsis thaliana protein match is: Major facilitator superfamily protein (TAIR:AT2G44280.2); Has 1328 Blast hits to 1310 proteins in 435 species: Archae - 0; Bacteria - 1041; Metazoa - 121; Fungi - 3; Plants - 58; Viruses - 0; Other Eukaryotes - 105 (source: NCBI BLink).",NA,-0.859544432572624,1.19169501266033e-5,TRUE
AT3G60080,NA,NA,NA,NA,NA,NA
AT3G60110,NA,NA,NA,NA,NA,NA
AT3G60240,NA,NA,NA,NA,NA,NA
AT3G60250,NA,NA,NA,NA,NA,NA
AT3G60340,NA,NA,NA,NA,NA,NA
AT3G60400,NA,NA,NA,NA,NA,NA
AT3G60410,NA,NA,NA,NA,NA,NA
AT3G60480,NA,NA,NA,NA,NA,NA
AT3G60530,NA,NA,NA,NA,NA,NA
AT3G60600,NA,NA,NA,NA,NA,NA
AT3G60630,NA,NA,NA,NA,NA,NA
AT3G60640,NA,NA,NA,NA,NA,NA
AT3G60660,NA,NA,NA,NA,NA,NA
AT3G60850,NA,NA,NA,NA,NA,NA
AT3G60880,NA,NA,NA,NA,NA,NA
AT3G60960,NA,NA,NA,NA,NA,NA
AT3G09555,NA,NA,NA,NA,NA,NA
AT3G61060,NA,NA,NA,NA,NA,NA
AT3G61180,NA,NA,NA,NA,NA,NA
AT3G61190,upregulated,Encodes a protein with a C2 domain that binds to BON1 in yeast two hybrid analyses. Its ability to bind to phospholipids is enhanced by calcium ions. Involved in maintaining cell homeostasis.,BON ASSOCIATION PROTEIN 1 (BAP1),1.32707016934141,0.00204433900630526,TRUE
AT3G61240,NA,NA,NA,NA,NA,NA
